Gene	K70_1	K70_2	K70_3	K70MD_1	K70MD_2	K70MD_3	K70P10_1	K70P10_3
STK24-AS1	4.615718317	7.603629529	4.156361163	2.955952527	2.550128566	2.183647204	1.718599405	8.094635909
STK25	1525.956476	1503.237558	1375.755545	1653.855439	1588.730096	1648.653639	1575.955655	1583.51315
STK26	1777.974696	1791.415117	1879.714336	3604.784106	3398.046314	3022.167731	1693.966147	2424.343455
STK3	270.4810934	314.7902625	338.7434348	433.0470451	531.7018059	433.4539701	214.2520592	313.6671415
STK31	0	3.041451812	1.039090291	31.03750153	21.67609281	32.75470807	3.437198811	13.15378335
STK32A	5.538861981	12.16580725	4.156361163	20.69166769	15.30077139	9.82641242	17.18599405	14.16561284
STK32A-AS1	0	0	0	0	1.275064283	1.091823602	0	1.011829489
STK32B	0.923143663	5.32254067	2.078180582	8.86785758	8.92544998	10.91823602	2.291465874	1.011829489
STK32C	214.1693299	254.7215892	216.1307805	172.9232228	237.1619566	213.997426	254.9255785	273.1939619
STK33	0	0	0	4.43392879	0	2.183647204	0	0
STK35	924.9899508	1055.383779	982.9794151	292.6393001	252.462728	413.8011452	1399.512782	554.4825598
STK36	96.93008466	82.87956187	104.9481194	73.89881317	38.25192848	28.38741366	203.3675963	67.79257574
STK38	807.7507055	779.3720267	803.2167948	625.1839594	671.958877	668.1960445	938.3552754	635.4289189
STK38L	894.5262099	896.4679215	868.6794831	1352.348281	1291.640118	1137.680193	842.1137086	1469.176417
STK39	597.2739503	656.9535913	651.5096123	211.3506057	197.6349638	147.3961863	374.0818039	355.1521505
STK4	576.041646	677.483391	651.5096123	326.6327542	299.6401065	362.4854359	1044.908438	345.0338556
STK4-AS1	16.61658594	22.81088859	16.62544465	57.64107427	39.52699277	24.02011925	9.165863496	30.35488466
STK40	593.5813756	577.8758442	590.2032852	217.2625107	211.6606709	271.8640769	593.4896613	305.5725056
STKLD1	5.538861981	19.00907382	9.351812617	11.82381011	10.20051426	8.734588817	11.45732937	10.11829489
STMN1	5237.917147	4771.27753	5296.243212	15663.59244	16823.19815	14942.69782	2878.654004	7477.419921
STMN2	0	0	0	1.477976263	0	1.091823602	0	0
STMN3	1280.400261	1390.703841	1247.947439	641.4416983	720.4113198	754.4501091	828.9377799	771.0140703
STMN4	0	0	0	0	0	0	2.864332342	0
STMND1	0	0	0	4.43392879	0	5.459118011	1.145732937	0
STMP1	1295.17056	1202.133829	1312.371037	2212.530466	2097.480745	2233.87109	470.8962371	1342.697731
STN1	558.5019164	592.3227403	569.4214794	1003.545883	948.6478264	941.1519451	367.7802728	722.4462549
STOM	1511.186177	1398.30747	1303.019225	4209.276398	4386.221133	4082.328449	1427.010373	2519.455427
STOML1	320.3308512	316.3109884	298.2189135	297.0732289	267.7634994	234.7420745	206.8047951	307.5961645
STOML2	6613.401205	6644.051483	6840.331384	10873.47137	11636.23664	9422.437687	2272.56128	8249.445821
STOML3	0	0	0	13.30178637	3.825192848	9.82641242	1.718599405	12.14195386
STON1	262.1728004	273.730663	260.811663	96.06845711	117.305914	99.3559478	185.0358693	107.2539258
STON1-GTF2A1L	0	1.520725906	0	1.477976263	0	2.183647204	0.572866468	0
STON2	1061.615213	1136.742615	1262.494703	505.467882	567.4036058	711.8689886	1774.740319	782.1441947
STOX1	86.77550437	91.24355435	114.299932	106.414291	105.8303355	99.3559478	195.9203322	180.105649
STOX2	79.39035506	132.3031538	101.8308485	135.9738162	124.9562997	124.4678906	347.7299464	114.3367322
STPG1	148.6261298	156.6347683	118.4562932	100.5023859	102.0051426	117.916949	131.1864213	160.8808887
STPG2	0.923143663	0	0	2.955952527	1.275064283	1.091823602	0	1.011829489
STPG2-AS1	0	0	0	1.477976263	0	1.091823602	0	0
STPG3	4.615718317	0.760362953	4.156361163	0	0	0	9.738729964	0
STPG3-AS1	3.692574654	1.520725906	5.195451454	0	0	0	5.155798216	0
STPG4	0	0	0	1.477976263	0	0	0.572866468	0
STRA6	16.61658594	20.52979973	11.4299932	56.16309801	65.02827842	67.69306333	46.40218395	45.53232699
STRADA	374.7963274	371.057121	400.049762	502.5119295	434.7969204	484.7696794	320.2323559	439.1339981
STRADB	394.1823443	415.9185352	441.6133736	617.7940781	517.6760988	668.1960445	251.4883797	565.6126841
STRAP	7804.256531	7204.438979	7865.913501	11797.20653	12118.21094	10929.15426	2717.678526	8087.553103
STRBP	641.5848461	638.7048804	633.8450774	353.2363269	367.2185134	413.8011452	1064.958765	397.648989
STRC	0	1.520725906	0	0	0	1.091823602	1.718599405	0
STRCP1	0	3.041451812	2.078180582	0	2.550128566	0	2.291465874	0
STRIP1	210.4767553	189.3303753	194.3098844	104.9363147	141.5321354	127.7433615	402.7251273	218.5551695
STRIP2	104.315234	110.2526282	97.67448733	138.9297688	94.35475693	157.2225987	295.0262313	150.7625938
STRN	264.0190878	310.2280848	287.8280105	183.2690566	163.2082282	186.701836	429.6498514	159.8690592
STRN3	476.3421304	449.3745052	465.5124503	285.2494188	289.4395922	338.4653167	612.3942548	356.16398
STRN4	1281.323405	1222.663628	1263.533794	502.5119295	543.1773845	673.6551625	1406.38718	836.7829871
STS	100.6226593	91.24355435	111.1826611	135.9738162	128.7814926	124.4678906	89.94003555	133.5614925
STT3A	6129.673925	5860.117278	6006.980971	4918.705004	4564.730132	4534.34342	4402.47881	5924.261656
STT3A-AS1	4.615718317	5.32254067	1.039090291	1.477976263	0	3.275470807	1.718599405	0
STT3B	4161.531635	4007.873125	3973.481272	3427.426955	3108.606721	3152.094739	3386.213695	3255.055465
STUB1	3627.031454	3553.176079	3579.666052	3495.413863	3361.069449	3361.724871	1446.487833	2998.050775
STUM	0	0	0	4.43392879	0	0	2.864332342	1.011829489
STX10	1008.072881	1016.605268	978.8230539	1081.878625	1230.437033	1079.813543	543.0774121	1207.11258
STX11	4.615718317	15.96762201	9.351812617	53.20714548	77.77892125	79.70312296	43.5378516	59.69793983
STX12	306.4836963	354.3291361	319.0007193	783.3274196	775.2390839	724.9708718	336.272617	704.2333241
STX16	579.7342207	624.2579843	621.3759939	388.7077572	374.8688991	381.0464372	766.4953348	454.3114404
STX16-NPEPL1	0	0	0	0	0	0	0.572866468	0
STX17	1154.852723	1167.157133	1135.725688	560.1530038	631.15682	679.1142806	879.9228956	753.812969
STX17-AS1	0.923143663	1.520725906	2.078180582	44.3392879	40.80205705	32.75470807	5.155798216	9.106465398
STX18	348.0251611	335.3200622	314.8443581	390.1857335	364.6683849	370.1282011	344.865614	382.4715467
STX18-AS1	20.3091606	35.73705879	29.09452814	38.42738285	36.9768642	33.84653167	16.04026112	21.24841926
STX19	0	0	0	0	1.275064283	0	0	0
STX1A	56.31176347	60.82903623	63.38450774	36.94940658	28.05141422	39.30564968	76.76410677	27.31939619
STX1B	0.923143663	1.520725906	1.039090291	1.477976263	0	3.275470807	8.592997027	2.023658977
STX2	344.3325865	304.1451812	297.1798232	184.7470329	181.0591282	156.1307751	183.8901364	222.6024875
STX3	1624.732848	1609.688371	1559.674526	2239.134039	2005.676117	1921.60954	1637.252367	1853.671623
STX4	360.0260288	438.7294238	331.4698028	195.0928668	146.6323925	252.2112521	467.4590383	324.7972659
STX5	1139.159281	1139.023703	1072.34118	1711.496513	1528.802075	1427.013448	653.6406405	1375.076275
STX6	952.6842607	1040.17652	953.8848869	529.1155023	508.7506488	614.696688	1051.20997	685.0085638
STX7	586.1962263	574.0740294	622.4150842	1420.335189	1621.881768	1422.646154	409.599525	841.8421345
STX8	467.1106937	488.9133787	495.6460687	431.5690689	382.5192848	358.1181415	75.04550737	316.7026299
STXBP1	587.11937	640.2256063	647.3532512	288.2053713	243.537278	394.1483204	958.9784682	479.6071776
STXBP2	1049.614345	1107.088459	955.9630675	619.2720543	599.2802129	694.399811	994.4961893	815.5345678
STXBP3	239.0942088	209.099812	286.7889203	501.0339533	522.7763559	456.3822657	327.1067535	411.8146019
STXBP4	163.3964284	109.4922652	130.9253766	109.3702435	100.7300783	68.78488694	93.37723436	86.00550653
STXBP5	322.1771386	347.4858695	359.5252406	135.9738162	116.0308497	122.2842434	333.9811511	194.2712618
STXBP5-AS1	43.38775218	28.13342926	28.05543785	29.55952527	17.85089996	17.46917763	33.22625517	21.24841926
STXBP5L	18.46287327	14.44689611	11.4299932	26.60357274	20.40102852	17.46917763	11.45732937	8.094635909
STXBP6	52.61918882	32.69560698	32.21179901	252.733941	272.8637565	236.9257217	42.96498514	76.89904114
STYK1	72.00520575	69.19302871	76.89268152	116.7601248	100.7300783	96.08047699	84.21137086	118.3840502
STYX	1179.777602	1121.535356	1223.009272	1627.251866	1586.179968	1329.841147	681.7110975	1560.241071
STYXL1	711.7437645	696.4924649	795.9431627	2518.471553	2398.395916	2239.330208	484.6450323	1483.34203
SUB1	7575.316902	6967.205738	7178.035729	15891.20078	16892.05162	15023.49277	2442.129755	8717.922874
SUCLA2	762.516666	676.7230281	791.7868016	880.8738529	861.9434552	750.0828147	481.7807	668.819292
SUCLG1	3329.779194	3427.716192	3381.199806	7468.214058	7876.072075	6580.42085	987.0489252	3660.79909
SUCLG2	1611.808836	1513.882639	1572.14361	1053.797076	972.8740478	794.8475824	526.4642845	887.3744615
SUCLG2-AS1	4.615718317	8.363992482	4.156361163	7.389881317	6.375321414	9.82641242	6.874397622	1.011829489
SUCNR1	7.385149308	0	0	10.34583384	1.275064283	7.642765215	1.718599405	16.18927182
SUCO	247.4025018	289.6982851	209.8962387	121.1940536	179.7840639	150.6716571	502.4038928	188.2002849
SUDS3	692.3577476	628.0597991	680.6041405	240.9101309	266.4884351	271.8640769	470.8962371	363.2467864
SUFU	665.5865814	653.9121395	686.8386822	192.1369142	247.3624709	245.6603105	567.1378038	360.211298
SUGCT	77.54406773	65.39121395	82.08813297	453.7387128	409.2956348	376.6791428	64.73391094	234.7444414
SUGP1	312.0225583	345.2047806	422.9097484	187.7029854	172.1336782	216.1810732	466.3133053	313.6671415
SUGP2	576.041646	606.0092735	618.258723	277.8595375	334.0668421	347.1999055	887.9430261	389.5543531
SUGT1	762.516666	748.9575086	765.8095443	1411.467331	1231.712097	1208.648728	552.2432756	1036.113396
SUGT1P1	36.92574654	19.00907382	48.83724367	121.1940536	116.0308497	99.3559478	49.26651629	75.88721165
SUGT1P3	4.615718317	1.520725906	1.039090291	11.82381011	0	7.642765215	1.718599405	2.023658977
SULF1	203.091606	240.2746931	191.1926135	147.7976263	151.7326497	180.1508944	583.1780649	109.2775848
SULF2	849.2921704	845.5236036	846.858587	203.9607243	275.4138851	338.4653167	1332.487406	346.0456851
SULT1A1	177.2435834	180.9663828	229.6389543	104.9363147	72.67866412	93.89682979	224.5636556	154.8099118
SULT1A2	10.1545803	10.64508134	13.50817378	54.68512174	44.6272499	53.49935651	14.32166171	29.34305517
SULT1B1	0.923143663	0	0	0	1.275064283	2.183647204	0	0
SULT1C2	0	0	0	2.955952527	6.375321414	0	0	0
SULT1C4	0	0	0	0	0	1.091823602	0	0
SULT1E1	2.76943099	2.281088859	7.273632036	41.38333537	22.95115709	21.83647204	9.738729964	3.035488466
SULT2A1	0	0	0	2.955952527	0	1.091823602	2.291465874	4.047317955
SULT2B1	12.92401129	7.603629529	6.234541745	62.07500306	61.20308557	39.30564968	6.301531153	37.43769108
SULT4A1	72.92834941	60.82903623	56.1108757	32.51547779	53.55269988	44.76476769	99.67876551	57.67428085
SULT6B1	0	0	0	1.477976263	2.550128566	4.367294409	0.572866468	0
SULT6B2P	0.923143663	0.760362953	3.117270872	26.60357274	19.12596424	19.65282484	2.864332342	5.059147443
SUMF1	479.1115613	439.4897868	486.2942561	552.7631225	479.4241703	423.6275576	306.4835606	383.4833762
SUMF2	2791.586438	2624.01255	2564.474838	2178.537012	2175.259666	1821.161768	1168.647596	1919.44054
SUMO1	2867.284219	2806.499659	2741.120187	6288.789	6219.763572	5889.29651	1477.422622	4097.909429
SUMO1P3	13.84715495	12.9261702	24.93816698	39.90535911	19.12596424	34.93835527	6.874397622	28.33122568
SUMO2	5572.095153	5200.122235	5376.253165	10172.91062	10753.89216	10015.2979	2162.570918	7051.439706
SUMO3	4290.771748	4197.963863	4476.400973	5829.138382	5527.403666	5377.231241	1642.408165	4936.716075
SUN1	2719.581233	2904.58648	2615.390262	2048.475101	2254.313652	2212.034618	4156.719095	1930.570664
SUN2	1180.700746	1213.539273	1053.637555	180.3131041	232.0616995	254.3948993	857.0082368	319.7381184
SUN3	0	1.520725906	4.156361163	29.55952527	39.52699277	56.77482731	4.582931748	17.20110131
SUOX	493.88186	412.8770834	448.8870056	353.2363269	294.5398493	367.9445539	340.8555487	423.9565557
SUPT16H	2025.377198	2194.407482	2138.447818	638.4857457	772.6889554	1018.671421	3421.731416	919.7530052
SUPT20H	497.5744346	480.5493862	513.3106037	407.9214487	376.1439634	455.2904421	513.8612222	489.7254725
SUPT20HL1	0	0	0	1.477976263	0	0	0	0
SUPT20HL2	0	0	0	0	0	0	0	1.011829489
SUPT3H	152.3187045	159.6762201	165.2153562	156.6654839	188.7095139	179.0590708	49.83938276	163.9163772
SUPT4H1	1456.720701	1494.113202	1597.081777	5356.185978	5832.14403	5096.632575	616.4043201	2818.956955
SUPT5H	1207.471912	1274.368309	1204.305647	650.3095559	685.9845841	878.9179998	2058.309221	906.5992218
SUPT6H	1165.930447	1224.184354	1096.240257	397.5756148	393.9948634	651.8186905	2111.012936	693.1031997
SUPT7L	668.3560124	563.4289481	668.135057	1099.61434	984.3496263	1102.741838	1019.702314	1084.681212
SUPV3L1	854.8310324	888.103929	834.3895035	1056.753028	1150.107983	1207.556904	1092.456355	1296.153575
SURF1	1945.986843	1872.773953	1893.22251	3241.201945	3362.344514	2750.303654	702.3342903	2267.509884
SURF2	851.1384577	935.2464321	858.2885802	1636.119723	1644.832925	1513.267513	453.1373766	1070.515599
SURF4	13446.5106	12678.29188	12979.27682	16520.81867	15229.36779	13461.09319	7186.609847	14228.34627
SURF6	468.956981	507.1620896	397.9715814	101.9803622	119.8560426	217.2728968	811.7517858	245.8745657
SUSD1	36.92574654	58.54794737	57.14996599	227.6083445	200.1850924	171.4163055	31.50765577	84.99367704
SUSD2	30.46374089	44.86141422	34.2899796	35.47143032	51.00257131	39.30564968	80.77417205	47.55598597
SUSD3	0	0.760362953	0	0	0	1.091823602	0	0
SUSD4	130.1632565	116.3355318	145.4726407	119.7160773	154.2827782	121.1924198	83.6385044	120.4077091
SUSD5	41.54146486	40.2992365	30.13361843	99.02440964	42.07712133	65.50941613	108.844629	92.07648347
SUSD6	336.9474372	372.5778469	330.4307125	113.8041723	154.2827782	172.5081291	544.7960115	252.9573722
SUV39H1	970.2239903	963.3798613	931.0249005	520.2476447	383.7943491	520.7998582	621.5601183	755.836628
SUV39H2	620.3525419	646.30851	654.6268832	1077.444696	1090.179962	1173.710372	340.2826823	741.6710152
SUZ12	1500.108453	1519.965543	1336.270114	589.7125291	649.0077199	717.3281066	2465.044414	905.5873923
SUZ12P1	124.6243946	142.9482351	135.0817378	59.11905053	99.45501406	108.0905366	110.5632284	90.05282449
SV2A	456.9561134	471.4250308	404.2061231	209.8726294	196.3598996	223.8238384	775.0883318	419.9092378
SV2B	0	0	0	0	0	0	0.572866468	2.023658977
SV2C	0	3.041451812	0	13.30178637	5.100257131	9.82641242	1.718599405	4.047317955
SVBP	278.7893864	294.2604628	258.7334824	402.0095436	535.5269988	345.0162583	69.31684268	297.4778697
SVEP1	222.4776229	237.9936043	182.8798912	65.03095559	84.15424267	64.41759253	207.9505281	123.4431976
SVIL	1128.081557	1372.45513	1147.155681	802.541111	933.347055	1015.39595	3381.630763	798.3334665
SVIL-AS1	1743.81838	1718.420274	1720.733522	2317.466781	2420.072009	2174.912616	1602.880379	1915.393222
SVIL2P	0	3.041451812	1.039090291	1.477976263	1.275064283	6.550941613	1.145732937	1.011829489
SVIP	978.5322833	997.5961942	878.0312957	1903.633427	1998.025731	1594.062459	417.046789	1302.224552
SVOP	6.462005644	2.281088859	2.078180582	13.30178637	20.40102852	16.37735403	5.728664685	15.17744233
SVOPL	0	0	0	0	0	0	0	1.011829489
SWAP70	1670.890031	1837.036894	1596.042687	422.7012113	364.6683849	564.4728023	2534.361257	720.4225959
SWI5	972.0702776	1007.480913	977.7839636	3498.369815	3630.108013	3204.502272	885.6515603	2056.037521
SWSAP1	57.23490714	60.06867328	61.30632716	97.54643338	119.8560426	121.1924198	60.72384566	101.1829489
SWT1	61.85062545	63.87048804	60.26723687	99.02440964	65.02827842	72.06035774	48.12078335	43.50866801
SYAP1	1187.162751	1276.649398	1414.201886	1486.844121	1334.992304	1475.053687	1504.347346	1154.497447
SYBU	573.272215	539.0973336	540.3269512	798.1071822	828.7917838	762.0928743	478.3435012	505.9147443
SYCE1L	0	3.041451812	2.078180582	0	3.825192848	0	0.572866468	2.023658977
SYCE2	84.92921704	84.40028777	62.34541745	53.20714548	39.52699277	40.39747328	56.71378038	55.65062187
SYCE3	0	2.281088859	1.039090291	2.955952527	12.75064283	0	0.572866468	3.035488466
SYCP1	0	0	0	2.955952527	7.650385697	1.091823602	0	3.035488466
SYCP2	0.923143663	1.520725906	0	1.477976263	1.275064283	0	4.582931748	1.011829489
SYCP2L	2.76943099	3.801814765	0	8.86785758	8.92544998	15.28553043	17.18599405	8.094635909
SYCP3	65.54320011	74.51556939	54.03269512	84.24464701	67.57840699	62.23394532	29.21618989	79.9345296
SYDE1	89.54493536	66.1515769	84.16631355	134.49584	138.9820068	145.2125391	150.0910147	93.08831295
SYDE2	52.61918882	54.74613261	49.87633396	33.99345406	29.3264785	40.39747328	103.6888308	51.60330392
SYF2	454.1866824	424.2825277	452.0042765	483.2982381	410.5706991	448.7395005	456.5745754	458.3587583
SYK	55.38861981	57.02722147	56.1108757	101.9803622	113.4807212	100.4477714	154.6739465	101.1829489
SYMPK	768.055528	770.2476713	703.4641269	226.1303683	257.5629851	384.321908	1150.315869	402.7081365
SYN1	30.46374089	31.17488107	24.93816698	31.03750153	34.42673564	61.14212172	76.76410677	60.70976932
SYN2	10.1545803	6.843266576	1.039090291	4.43392879	2.550128566	8.734588817	6.874397622	7.08280642
SYN3	3.692574654	3.801814765	0	0	6.375321414	2.183647204	5.155798216	6.070976932
SYNC	939.7602494	904.071551	1035.97302	972.5083813	967.7737906	892.019883	697.1784921	1148.42647
SYNCRIP	3428.555566	3349.398808	3592.135135	944.4268323	1030.251941	1214.107846	2539.517055	1512.685086
SYNDIG1	3.692574654	4.562177717	0	5.911905053	2.550128566	4.367294409	3.437198811	7.08280642
SYNDIG1L	0	0.760362953	3.117270872	0	5.100257131	1.091823602	1.718599405	0
SYNE1	7.385149308	6.082903623	9.351812617	17.73571516	21.67609281	18.56100124	25.20612461	16.18927182
SYNE1-AS1	0	0	0	0	0	0	0	1.011829489
SYNE2	174.4741524	282.8550185	240.0298572	72.4208369	61.20308557	116.8251254	704.6257562	101.1829489
SYNE3	12.92401129	11.40544429	16.62544465	7.389881317	7.650385697	17.46917763	68.17110975	14.16561284
SYNE4	7.385149308	12.9261702	16.62544465	2.955952527	10.20051426	19.65282484	21.19605933	17.20110131
SYNGAP1	73.85149308	85.16065073	95.59630675	48.77321669	38.25192848	51.3157093	239.4581838	59.69793983
SYNGR1	336.0242935	314.7902625	355.3688795	524.6815735	502.3753274	533.9017415	499.5395605	548.4115828
SYNGR2	2541.414506	2382.977494	2530.184858	2042.563196	2006.951181	1887.763008	627.288783	1993.304093
SYNGR3	86.77550437	80.59847301	82.08813297	53.20714548	87.97943551	74.24400495	100.251632	97.13563091
SYNGR4	0.923143663	3.801814765	10.39090291	4.43392879	3.825192848	5.459118011	5.728664685	4.047317955
SYNJ1	119.0855326	117.0958947	109.1044805	69.46488438	104.5552712	109.1823602	164.4126765	81.95818858
SYNJ2	375.719471	400.7112762	302.3752746	424.1791876	475.5989775	536.0853887	1103.913685	433.0630211
SYNJ2BP	581.580508	615.8939919	615.1414521	795.1512297	914.2210908	906.2135898	886.7972932	569.6600021
SYNM	252.0182201	332.2786104	289.9061911	125.6279824	155.5578425	216.1810732	553.3890085	135.5851515
SYNPO	808.6738492	947.4122393	912.3212753	455.2166891	540.6272559	777.3784047	1244.838836	588.8847624
SYNPO2	12.00086763	5.32254067	9.351812617	11.82381011	15.30077139	25.11194285	59.00524625	17.20110131
SYNPO2L	5.538861981	0	3.117270872	26.60357274	21.67609281	31.66288446	19.47745993	2.023658977
SYNPR	0	0	0	0	1.275064283	4.367294409	0	0
SYNPR-AS1	0	0	0	2.955952527	0	0	0	0
SYNRG	263.0959441	269.1684853	291.9843717	119.7160773	140.2570711	149.5798335	343.1470146	184.1529669
SYP	21.23230426	12.9261702	24.93816698	13.30178637	29.3264785	2.183647204	29.21618989	32.37854364
SYP-AS1	1.846287327	0	4.156361163	7.389881317	3.825192848	0	1.718599405	5.059147443
SYPL1	2424.17526	2099.362113	2248.591389	2281.995351	2348.668409	2191.28997	1321.030076	2455.710169
SYPL2	1.846287327	1.520725906	1.039090291	4.43392879	0	0	0	8.094635909
SYS1	552.0399108	536.8162448	597.4769172	1000.58993	1082.529576	921.4991202	316.2222906	959.2143552
SYT1	18.46287327	13.68653315	31.17270872	10.34583384	11.47557855	24.02011925	21.19605933	6.070976932
SYT10	0	0.760362953	0	0	1.275064283	0	0	0
SYT11	3.692574654	0	0	4.43392879	2.550128566	8.734588817	16.04026112	9.106465398
SYT12	3.692574654	7.603629529	7.273632036	0	1.275064283	2.183647204	4.010065279	0
SYT13	1.846287327	0	0	0	7.650385697	2.183647204	0.572866468	2.023658977
SYT14	276.943099	330.7578845	306.5316358	453.7387128	490.8997489	379.9546136	429.0769849	466.4533943
SYT15	0.923143663	2.281088859	7.273632036	0	2.550128566	4.367294409	7.44726409	3.035488466
SYT16	0	2.281088859	5.195451454	10.34583384	17.85089996	10.91823602	3.437198811	4.047317955
SYT17	3.692574654	6.082903623	6.234541745	23.64762021	40.80205705	10.91823602	24.63325814	25.29573722
SYT2	0	6.082903623	0	4.43392879	12.75064283	6.550941613	6.874397622	1.011829489
SYT3	64.62005644	72.99484348	69.61904948	67.98690811	56.10282844	89.52953538	113.4275608	81.95818858
SYT4	0	0.760362953	0	0	0	0	0	0
SYT5	26.77116624	33.45596993	21.82089611	11.82381011	6.375321414	9.82641242	42.39211867	19.22476028
SYT6	0	0	0	0	6.375321414	0	0	0
SYT7	81.23664239	94.28500616	104.9481194	32.51547779	58.65295701	60.05029812	228.5737209	109.2775848
SYT8	58.1580508	56.26685852	60.26723687	45.81726416	48.45244275	46.94841489	86.50283674	71.83989369
SYT9	4.615718317	6.843266576	4.156361163	10.34583384	8.92544998	0	6.874397622	7.08280642
SYTL1	557.5787727	586.2398367	503.958791	286.7273951	232.0616995	269.6804297	486.3636317	385.5070352
SYTL2	16.61658594	21.29016268	43.64179221	186.2250092	198.9100281	141.9370683	179.8800711	94.10014244
SYTL3	429.2618035	373.3382099	444.7306445	540.9393124	520.2262274	538.2690359	531.6200827	409.7909429
SYTL4	2.76943099	3.041451812	8.312722326	2.955952527	3.825192848	7.642765215	14.89452818	3.035488466
SYTL5	3.692574654	1.520725906	1.039090291	8.86785758	2.550128566	5.459118011	5.728664685	2.023658977
SYVN1	758.8240914	751.2385975	737.7541065	189.1809617	221.8611852	345.0162583	961.8428006	399.672648
SZRD1	4263.077438	4386.533875	4150.126621	4360.029977	4288.041183	3991.70709	3183.991832	3728.591666
SZT2	400.6443499	415.1581723	469.6688114	81.28869448	141.5321354	209.6301316	633.0174477	179.0938195
SZT2-AS1	24.00173525	22.81088859	32.21179901	2.955952527	12.75064283	14.19370683	37.80918692	7.08280642
TAAR1	0	0	0	0	3.825192848	1.091823602	0	0
TAAR6	0	0	0	0	0	1.091823602	0	0
TAB1	395.105488	442.5312386	397.9715814	91.63452832	146.6323925	141.9370683	378.6647357	218.5551695
TAB2	697.8966096	737.5520643	741.9104676	236.4762021	186.1593853	187.7936596	850.1338392	349.0811736
TAB2-AS1	0	0	1.039090291	0	2.550128566	0	0	0
TAB3	408.0294993	479.0286603	515.3887842	288.2053713	270.313628	347.1999055	960.6970676	418.8974083
TAB3-AS1	0.923143663	4.562177717	3.117270872	0	0	1.091823602	2.291465874	3.035488466
TAC3	0	0	0	0	2.550128566	2.183647204	0.572866468	0
TAC4	0	0.760362953	0	2.955952527	0	6.550941613	0.572866468	0
TACC1	985.9174326	1053.10269	1052.598465	421.223235	429.6966633	597.2275104	2196.942907	666.795633
TACC2	269.5579497	243.3161449	253.538031	79.81071822	56.10282844	125.5597143	674.8366999	172.0110131
TACC3	1511.186177	1579.273853	1553.439985	517.2916922	725.5115769	797.0312296	1785.051916	685.0085638
TACO1	884.3716296	882.0210254	917.5167268	1368.60602	1282.714669	1254.505319	427.9312519	1279.964303
TACR1	29.54059723	49.42359194	46.75906309	39.90535911	25.50128566	20.74464844	57.28664685	55.65062187
TACR2	1.846287327	1.520725906	0	4.43392879	2.550128566	7.642765215	1.145732937	2.023658977
TACSTD2	33.23317188	42.58032536	20.78180582	16.2577389	12.75064283	14.19370683	10.8844629	16.18927182
TADA1	305.5605526	284.3757444	312.7661775	424.1791876	392.7197991	291.5169018	140.9251512	331.8800723
TADA2A	146.7798425	148.2707758	134.0426475	118.2381011	117.305914	99.3559478	189.6188011	70.8280642
TADA2B	307.4068399	285.8964703	331.4698028	152.2315551	173.4087425	144.1207155	327.67962	274.2057914
TADA3	1383.792352	1377.017308	1535.77545	872.0059953	725.5115769	860.3569985	1062.667299	983.4982629
TAF1	316.6382766	358.8913138	333.5479833	66.50893185	104.5552712	122.2842434	717.801685	79.9345296
TAF10	1513.032464	1451.532877	1370.560094	2049.953077	2194.385631	2107.219552	646.7662429	1330.555778
TAF11	823.4441478	790.0171081	729.4413841	2143.065582	2226.262238	1972.925249	434.2327831	1158.544764
TAF12	347.1020175	319.3524402	359.5252406	1251.845895	1201.110554	1173.710372	364.3430739	683.9967343
TAF13	84.92921704	95.80573207	109.1044805	144.8416738	160.6580996	182.3345416	256.6441779	127.4905156
TAF15	1843.517896	1935.884078	1625.137215	311.8529916	510.0257131	655.0941613	2271.415547	869.1615307
TAF1A	187.3981637	166.5194867	184.9580718	221.6964395	252.462728	232.5584273	131.7592877	172.0110131
TAF1A-AS1	25.84802258	13.68653315	21.82089611	70.94286064	87.97943551	45.85659129	9.738729964	19.22476028
TAF1B	328.6391442	324.6749809	337.7043445	453.7387128	521.5012917	476.0350905	331.6896852	399.672648
TAF1C	317.5614202	334.5596993	276.3980174	165.5333415	163.2082282	192.160954	582.032332	222.6024875
TAF1D	1412.409805	1288.815205	1356.012829	1711.496513	1586.179968	1527.461219	733.8419461	889.3981205
TAF1L	1.846287327	0.760362953	0	1.477976263	0	0	0	3.035488466
TAF2	1074.539224	1112.411	1168.976577	954.7726661	940.9974407	913.856355	1225.361376	1085.693041
TAF3	84.00607338	97.32645797	90.4008553	20.69166769	57.37789273	68.78488694	225.7093886	58.68611034
TAF4	373.8731837	341.4029659	377.1897756	121.1940536	127.5064283	139.7534211	501.8310264	170.9991836
TAF4B	52.61918882	63.87048804	73.77541065	53.20714548	63.75321414	82.97859377	254.352712	62.7334283
TAF5	288.020823	268.4081224	277.4371076	336.978588	364.6683849	296.9760198	250.3426467	265.099326
TAF5L	496.6512909	523.1297116	497.7242493	595.6244341	510.0257131	496.779739	592.9167949	582.8137855
TAF6	1369.022053	1421.118359	1497.329109	424.1791876	433.5218562	593.9520396	1190.989388	914.6938577
TAF6L	277.8662427	314.7902625	347.0561571	168.489294	193.809771	222.7320148	261.7999761	264.0874965
TAF7	2261.701976	2065.906143	2226.770493	2262.781659	2407.321366	1980.568014	1315.301412	1751.476845
TAF7L	0.923143663	1.520725906	0	7.389881317	0	1.091823602	1.145732937	5.059147443
