Gene	K70_1	K70_2	K70_3	K70MD_1	K70MD_2	K70MD_3	K70P10_1	K70P10_3	NKO70_1	NKO70_2	NKO70_3
CDC37	2667.119569	2877.256433	2920.817838	2482.262866	2605.575218	3086.415927	4504.463124	2672.104679	2595.593207	2633.847212	2781.190495
CDC37L1	761.902868	768.1294569	744.4612027	1857.211132	1843.786626	1627.041992	533.2279541	1247.599298	1062.315142	1170.598761	936.7836922
CDC37L1-DT	3.676250268	8.357491618	6.221124257	11.96271261	20.65867368	17.64926906	4.56726299	9.256713667	7.704914901	3.091369967	2.733804549
CDC40	414.4972177	444.4665997	437.5524061	400.7508723	336.9946144	369.531571	385.9337226	401.1242589	372.7252583	393.6344425	438.3199961
CDC42	6961.898945	6829.590196	7655.093398	16604.2451	16723.19634	14797.80903	2355.565887	10661.6771	9990.385283	10063.4397	9235.703036
CDC42-AS1	57.90094172	85.09446011	59.10068044	176.4500109	189.8015644	176.4926906	30.82902518	115.194659	122.315524	112.3197755	112.0859865
CDC42BPA	336.3768995	354.8135078	353.5672286	109.1597525	139.4460473	180.9050079	943.1398074	139.8792287	149.2827262	142.2030185	224.171973
CDC42BPB	1260.034779	1381.265433	1333.394299	322.9932404	393.805967	420.2732195	2080.9592	560.5454387	729.0775725	734.7155955	859.3258966
CDC42BPG	352.9200257	461.1815829	396.0782443	98.692379	200.1309012	178.6988493	820.9655224	316.7853122	244.6310481	238.0354875	295.2508913
CDC42EP1	1.838125134	7.597719653	2.073708086	0	5.164668419	2.206158633	1.712723621	9.256713667	4.815571813	7.213196589	3.645072732
CDC42EP2	188.4078262	201.3395708	213.5919328	115.1411088	158.8135539	225.0281805	174.6978094	231.4178417	222.4794178	216.3958977	201.3902685
CDC42EP3	4087.990298	3981.96487	4278.05978	3904.330327	3775.372615	4186.186006	4437.666903	3951.588212	4696.145632	4594.806227	4580.033888
CDC42EP4	241.7134551	240.087941	272.6926132	303.5538324	258.233421	308.8622086	327.1302116	383.6393553	226.3318752	255.5532506	217.7930958
CDC42EP5	4.595312835	3.798859826	0	1.495339076	11.62050394	17.64926906	5.709078737	13.37080863	0.963114363	3.091369967	1.822536366
CDC42P3	0.919062567	0.759771965	0	0	3.873501314	6.618475898	1.141815747	4.114094963	2.889343088	0	0
CDC42SE1	1864.777948	1750.514608	1891.221774	1650.85434	1661.732064	1619.320436	1355.335292	1902.76892	2147.745029	2169.11126	2023.926635
CDC42SE2	2609.218628	2521.683153	2713.44703	3298.718001	3159.485906	2963.974123	807.8346413	2605.250635	3391.125671	3296.430841	3154.81045
CDC45	2024.694835	1883.474702	1834.194802	2616.843383	2681.754077	2284.477264	1224.597389	2447.886503	2709.240702	2764.715207	2615.339685
CDC5L	716.8688022	746.8558419	642.8495065	294.5817979	281.4744289	400.4177918	1200.619258	591.4011509	444.9588355	446.1877319	610.5496827
CDC6	990.7494472	1111.546385	977.7533623	1242.626772	1049.718856	1057.853064	1432.407855	1348.394624	1113.360203	1129.380495	1111.747183
CDC7	548.6803525	547.035815	591.0068044	1040.755997	887.031801	867.0203427	560.0606241	763.1646156	646.2497373	788.2993416	706.2328419
CDC73	840.0231862	890.4527433	983.9744866	622.0610555	610.7220406	685.0122555	745.6056831	1027.495217	1106.618403	1079.918575	1055.248556
CDCA2	1363.888849	1446.605822	1354.13138	867.2966639	999.3633391	975.1221157	1649.923755	738.4800459	1022.827453	973.7815396	1297.645893
CDCA3	1143.313833	1085.714138	1132.244615	2337.214975	2418.355987	2306.538851	632.5659241	1097.434831	1319.466677	1498.283977	1361.434666
CDCA4	3219.476172	3277.656258	2940.518065	2628.806095	2664.968904	2488.546938	1294.24815	2789.356385	4839.649672	4594.806227	4118.020919
CDCA5	2489.740494	2434.309377	2544.439821	3213.483674	3012.292856	3153.703766	2645.587087	4209.747671	3466.248591	3336.618651	3118.359723
CDCA7	773.8506814	780.2858084	746.5349108	810.473779	799.2324379	793.1140285	425.8972738	667.5119078	1253.011786	1240.669813	1172.802152
CDCA7L	3430.860562	3411.376124	3571.962177	2416.467946	2194.984078	2256.900281	2505.714658	3266.591401	3783.113216	3998.171824	3933.033478
CDCA8	1385.027288	1305.288236	1490.996114	1629.919593	1555.856361	1549.82644	873.4890468	1289.768771	1793.318943	1628.121516	1684.023602
CDCP1	1510.93886	1586.403864	1489.959259	503.9292685	534.5431814	645.3014001	2482.307435	843.3894674	990.0815647	1024.273916	1283.97687
CDCP2	0	0	0	2.990678151	0	0	0	0	0	0	2.733804549
CDH1	2504.445495	2402.398954	2361.953509	1072.158117	1286.002436	1572.991105	4847.578756	1828.715211	1775.982885	1710.558048	2033.039316
CDH10	0	0	0	0	3.873501314	0	0.570907874	0	0	0	1.822536366
CDH11	398.8731541	386.7239303	375.3411635	134.5805168	123.9520421	89.34942463	514.3879942	192.3339395	464.2211228	456.4922984	569.5426144
CDH12	0	0	0	5.981356303	1.291167105	7.721555215	1.141815747	3.085571222	0	1.030456656	0.911268183
CDH13	72.60594279	87.37377601	73.61663704	183.9267063	174.3075592	138.9879939	79.35619445	117.2517064	137.7253539	186.5126547	137.6014956
CDH15	10.10968824	6.837947688	4.147416171	7.476695379	7.747002629	3.309237949	13.70178897	13.37080863	6.741800538	0	1.822536366
CDH16	0	0	0	0	0	0	0.570907874	0	2.889343088	0	0
CDH17	0	0	0	5.981356303	0	3.309237949	1.141815747	0	0	0	0
CDH18	17.46218877	32.67019451	30.06876724	17.94406891	11.62050394	11.03079316	29.11630156	25.71309352	28.89343088	16.48730649	10.9352182
CDH2	1215.000713	1135.859088	1165.423944	207.8521315	247.9040841	266.9451946	1173.786588	471.0638733	947.7045328	864.5531341	1006.951342
CDH20	0	0.759771965	0	0	0	0	0	0	0	0	0
CDH22	3.676250268	6.078175722	3.110562128	7.476695379	6.455835524	13.2369518	2.854539369	12.34228489	1.926228725	4.121826623	0
CDH23	17.46218877	15.19543931	16.58966468	31.40212059	86.50819602	52.94780719	83.92345744	54.51175826	13.48360108	18.5482198	11.84648638
CDH24	243.5515802	274.2776795	265.434635	689.3513139	706.2684063	863.7111047	885.4781122	661.3407653	223.4425321	204.0304178	187.7212457
CDH26	12.86687594	15.95521127	20.73708086	19.43940798	46.48201577	19.85542769	11.98906535	21.59899856	16.37294416	7.213196589	12.75775456
CDH3	11.94781337	4.558631792	5.184270214	17.94406891	15.49400526	13.2369518	17.12723621	9.256713667	5.778686176	6.182739934	3.645072732
CDH4	327.1862738	268.1995037	259.2135107	25.42076429	12.91167105	16.54618975	185.545059	88.45304171	213.8113885	221.548181	269.7353822
CDH5	0.919062567	0	1.036854043	0	14.20283815	1.103079316	3.425447242	1.028523741	0	0	1.822536366
CDH6	12.86687594	12.91612341	13.47910256	0	7.747002629	2.206158633	4.56726299	1.028523741	7.704914901	2.060913311	0
CDH8	295.019084	289.4731188	300.6876724	297.5724761	315.0447736	335.3361122	330.5556589	240.6745553	254.2621917	259.6750772	288.872014
CDH9	0	0.759771965	0	0	3.873501314	0	0	2.057047482	0	1.030456656	0
CDHR1	0.919062567	2.279315896	0	1.495339076	0	1.103079316	2.854539369	0	0	0	2.733804549
CDHR2	0.919062567	8.357491618	11.40539447	1.495339076	0	0	15.41451259	15.42785611	0	4.121826623	5.467609099
CDHR3	5.514375402	12.15635144	4.147416171	16.44872983	5.164668419	7.721555215	2.283631495	18.51342733	0.963114363	10.30456656	6.378877282
CDHR5	8.271563102	5.318403757	1.036854043	0	0	0	2.854539369	0	1.926228725	4.121826623	9.112681831
CDIP1	0.919062567	3.039087861	0	0	1.291167105	2.206158633	1.141815747	0	1.926228725	0	0
CDIPT	1234.301027	1161.691335	1067.959664	1558.143317	1520.994849	1492.466315	1070.452263	1555.127896	1390.73714	1383.903289	1263.92897
CDIPTOSP	0	0.759771965	0	0	12.91167105	3.309237949	2.283631495	3.085571222	0	2.060913311	0.911268183
CDK1	7277.137405	6708.786454	7224.79897	33890.36481	35273.39414	29988.3143	4251.550936	12969.68437	9123.582357	9063.896743	8297.096807
CDK10	381.4109653	420.9136688	438.5892601	222.8055223	176.8898934	174.286532	302.5811731	279.7584575	446.8850642	434.8527087	402.7805369
CDK11A	192.0840765	217.2947821	183.5231656	70.28093656	65.84952235	81.62786941	405.3445903	123.4228489	156.0245267	112.3197755	142.1578366
CDK11B	255.4993936	304.6685581	265.434635	101.6830572	80.0523605	133.4725973	478.9917061	170.734941	191.6597582	177.2385448	196.8339275
CDK12	1016.483199	1075.077331	1064.849102	315.516545	405.4264709	511.8288028	2349.856808	559.516915	524.8973276	616.2130801	676.1609918
CDK13	585.4428551	681.5154529	614.8544474	158.505942	174.3075592	262.5328773	923.7289397	253.0168402	304.3441386	311.19791	415.5382915
CDK14	715.0306771	787.123756	813.9304236	397.7601941	453.1996538	420.2732195	542.9333879	566.7165812	839.8357242	891.3450071	805.5610738
CDK15	46.87219091	45.58631792	30.06876724	179.4406891	143.3195486	88.24634531	44.53081415	75.08223308	104.9794655	68.01013927	65.61130918
CDK16	3263.591175	3367.30935	3238.095176	1058.700066	1038.098352	1331.416735	2549.103656	1612.725226	2095.736853	2182.507197	2292.750749
CDK17	571.6569166	527.2817439	548.4957886	381.3114643	351.1974525	338.6453501	393.355525	445.3507798	463.2580084	497.7105647	485.7059416
CDK18	305.1287722	375.3273509	372.2306014	215.3288269	275.0185933	286.8006223	616.0095958	351.7551193	288.9343088	257.6141639	264.2677731
CDK19	252.7422059	257.5626962	259.2135107	142.0572122	111.040371	145.6064698	319.1375014	184.1057496	147.3564975	159.7207816	184.9874412
CDK2	1992.527645	1836.36884	1862.189861	3702.459552	3535.215533	3176.868431	1363.328002	3107.170221	2831.556226	3035.725307	2617.162222
CDK20	8.271563102	5.318403757	3.110562128	10.46737353	15.49400526	26.47390359	14.84360472	34.96980719	14.44671544	9.274109901	13.66902275
CDK2AP1	2125.791717	2087.093589	1935.806498	3632.178615	3322.172961	3472.493688	1124.688511	2677.247297	2414.527707	2497.826933	2130.545012
CDK2AP2	1469.581045	1621.353374	1660.003322	930.1009051	941.2608194	1154.924044	855.7909027	949.3274127	1541.946095	1507.558087	1451.650216
CDK4	9498.511629	8696.349915	8988.487697	9936.528158	9779.299652	8949.282494	3728.599323	10349.00588	13383.43718	13733.92631	11794.54409
CDK5	783.9603696	840.3077936	737.2032244	1975.342919	2056.829198	1735.143765	443.02451	1630.210129	1018.011881	983.0556495	874.8174558
CDK5R1	124.0734465	95.73126763	92.28000981	31.40212059	46.48201577	51.84472787	167.276007	124.4513726	118.4630666	110.2588622	119.376132
CDK5R2	34.92437754	58.50244133	57.02697235	14.95339076	11.62050394	33.09237949	55.94897163	34.96980719	24.07785906	16.48730649	15.49155911
CDK5RAP1	682.8634872	639.7279948	602.4121989	954.0263303	845.7144537	828.4125666	560.0606241	890.7015595	800.3480353	800.6648214	813.7624875
CDK5RAP2	804.1797461	869.9389003	812.8935695	465.0504526	550.0371867	508.5195649	1140.673932	484.4346819	403.5449179	411.1522056	388.200246
CDK5RAP3	791.3128701	790.9226159	842.9623368	662.4352106	605.5573722	573.6012445	944.2816232	618.1427682	837.9094955	740.8983354	758.1751283
CDK6	3566.881822	3527.621235	4005.367167	1339.823812	1331.193285	1601.671167	3511.654331	2315.20694	3879.424653	3911.613465	3950.347574
CDK6-AS1	28.49093958	50.90472167	32.14247533	88.22500547	59.39368682	63.97860035	28.54539369	31.88423596	71.27046283	81.40607579	53.7648228
CDK7	840.9422487	791.6823878	863.6994176	2367.121757	2374.456306	2266.827995	765.0165508	1710.434981	1209.671639	1118.045471	1064.361238
CDK8	672.753799	711.1465595	754.8297431	605.6123257	573.2781945	691.6307314	445.3081415	801.2199941	951.5569902	909.8932269	859.3258966
CDK9	1254.520404	1347.835466	1288.809575	1045.242014	1084.580368	1124.037823	1345.629858	1419.362762	1307.909304	1265.400773	1236.590924
CDKAL1	176.4600129	218.054554	201.1496843	113.6457698	104.5845355	105.8956144	95.34161491	117.2517064	172.3974709	194.7563079	218.7043639
CDKL1	81.79656846	85.85423208	105.7591124	46.35551135	77.47002629	68.39091762	100.4797858	90.51008919	70.30734847	78.31470583	50.11975007
CDKL2	37.68156524	24.31270289	29.0319132	29.90678151	11.62050394	23.16466564	34.25447242	32.9127597	28.89343088	31.94415632	19.13663184
CDKL3	309.7240851	374.5675789	327.6458775	611.593682	566.822359	475.4271854	180.977796	546.1461063	510.4506122	506.9846746	504.8425734
CDKL4	0.919062567	0	1.036854043	2.990678151	7.747002629	0	1.141815747	2.057047482	0	0	0
CDKL5	22.97656417	19.7540711	27.99505915	16.44872983	6.455835524	23.16466564	74.21802359	16.45637985	8.668029263	13.39593652	27.33804549
CDKN1A	3365.60712	3307.287365	3214.247533	4299.099843	4139.481738	4544.686783	2763.194109	4417.509467	3405.572386	3269.638968	3106.513236
CDKN1B	1873.968574	1818.894085	1911.958855	1731.60265	1638.491056	1574.094184	1008.223305	1559.241991	2506.986686	2625.603559	2602.581931
CDKN1C	39.51969038	58.50244133	58.0638264	109.1597525	56.81135261	77.21555215	30.82902518	48.34061582	31.78277397	56.67511606	54.67609099
CDKN2A	1.838125134	3.039087861	3.110562128	1.495339076	0	2.206158633	0	1.028523741	6.741800538	8.243653245	0.911268183
CDKN2AIP	290.4237712	316.0651376	298.6139643	515.8919811	538.4166827	454.4686783	311.7156991	431.9799711	362.1310003	377.147136	321.6776686
CDKN2AIPNL	2277.437041	2276.276808	2291.447435	4568.260876	4955.499348	4203.835275	712.4930264	2881.923522	3248.584745	3147.014626	2832.221513
CDKN2B	4.595312835	2.279315896	5.184270214	1.495339076	0	2.206158633	0	0	2.889343088	6.182739934	3.645072732
CDKN2B-AS1	18.38125134	12.91612341	7.257978299	38.87881597	60.68485393	26.47390359	13.1308811	13.37080863	13.48360108	8.243653245	23.69297276
CDKN2C	296.8572091	323.6628572	269.5820511	154.0199248	178.1810605	146.7095491	162.1378361	182.0487021	232.1105614	254.5227939	227.8170458
CDKN2D	120.3971963	142.0773575	153.4543983	143.5525513	201.4220684	134.5756766	91.3452598	147.0788949	189.7335294	151.4771284	152.1817866
CDKN3	2330.74267	2329.460846	2403.427671	11754.86047	11867.11686	10239.88529	550.3551903	2622.735539	3367.047812	3292.309015	2706.466504
CDNF	18.38125134	27.35179075	20.73708086	28.41144244	29.69684341	13.2369518	15.41451259	11.31376115	15.4098298	8.243653245	16.4028273
CDO1	0	0	0	0	0	0	0.570907874	0	0	0	0
CDON	130.5068845	109.407163	131.6804634	64.29958026	99.41986707	52.94780719	189.5414141	100.7953266	79.93849209	63.88831265	102.0620365
CDPF1	278.4759578	243.8868009	274.7663213	216.824166	206.5867368	222.8220219	172.9850857	280.7869812	333.2375695	337.989783	265.1790413
CDR1	13.7859385	15.19543931	12.44224851	14.95339076	1.291167105	2.206158633	18.83995983	11.31376115	8.668029263	8.243653245	6.378877282
CDR2	361.1915888	354.8135078	401.2625146	179.4406891	170.4340578	218.4097046	406.4864061	179.9916546	345.7580562	352.4161762	352.6607869
CDR2L	456.7740958	480.1758821	469.6948814	191.4034017	325.3741104	387.18084	1060.175922	553.3457725	336.1269125	313.2588233	337.1692277
CDRT1	15.62406364	13.67589538	13.47910256	1.495339076	5.164668419	12.13387248	41.10536691	5.142618704	11.55737235	3.091369967	8.201413648
CDRT15	0	1.519543931	0	5.981356303	0	0	0	0	0	0	0.911268183
CDRT15L2	0	0	0	0	0	2.206158633	0	0	0.963114363	0	0
CDRT15P1	0	0	1.036854043	0	0	5.515396582	2.283631495	0	4.815571813	0	0
CDRT8	0.919062567	0.759771965	3.110562128	2.990678151	10.32933684	11.03079316	0	4.114094963	0.963114363	1.030456656	0.911268183
CDS1	776.6078691	725.5822269	750.682327	581.6869005	566.822359	542.7150237	454.4426675	622.2568632	804.2004928	695.5582426	725.3694737
CDS2	1616.631055	1440.527646	1537.654545	1549.171282	1776.645936	1560.857233	604.5914383	1562.327562	1682.560791	1496.223064	1629.347511
CDSN	11.0287508	9.877035549	3.110562128	5.981356303	10.32933684	4.412317266	3.996355116	2.057047482	0	1.030456656	13.66902275
CDT1	1770.114504	1875.876982	1928.54852	820.9411526	858.6261247	1051.234589	2120.922751	1932.596109	1567.950182	1531.25859	1647.572875
CDV3	3111.026789	3355.912771	3152.03629	1622.442897	1788.26644	2235.941774	4330.90713	2133.158238	2626.412867	2580.263466	2926.993404
CDX2	0	0	0	0	0	2.206158633	0.570907874	0	0	0	0
CDX4	0	0	0	0	3.873501314	0	0	0	0	0	0
CDYL	460.450346	559.9519384	527.7587078	222.8055223	225.9542433	226.1312599	571.4787816	297.2433611	285.0818513	397.7562691	377.2650278
CDYL2	48.71031605	60.78175722	49.76899405	35.88813782	30.98801052	29.78314154	112.4688511	87.42451797	50.08194685	31.94415632	46.47467734
CEACAM1	37.68156524	75.97719653	32.14247533	94.20636177	132.9902118	119.1325662	142.7269684	94.62418415	29.85654524	41.21826623	56.49862735
CEACAM18	0	0	0	0	0	0	0	0	0.963114363	0	0
CEACAM19	3.676250268	3.798859826	2.073708086	1.495339076	1.291167105	13.2369518	22.83631495	0	4.815571813	0	1.822536366
CEACAM20	0	0.759771965	1.036854043	0	0	0	1.712723621	0	0	0	0
CEACAM21	0.919062567	0.759771965	0	0	0	0	0	0	0	0	0
CEACAM22P	0	0.759771965	0	0	0	0	0.570907874	2.057047482	0	0	0
CEACAM3	0	0.759771965	0	0	0	0	0.570907874	0	0	0	0
CEACAM4	0	0	0	0	0	4.412317266	0	0	0	0	0
CEACAM5	0	0.759771965	0	0	0	0	0.570907874	0	0	2.060913311	0
CEACAM6	0	3.039087861	1.036854043	4.486017227	10.32933684	4.412317266	4.56726299	0	1.926228725	1.030456656	2.733804549
CEACAM7	0	0	0	4.486017227	1.291167105	2.206158633	0.570907874	0	0	0	0
CEBPA	264.6900193	250.7247485	288.2454239	266.1703555	238.8659144	228.3374185	264.9012534	308.5571222	245.5941625	232.8832042	247.8649458
CEBPA-DT	16.5431262	37.98859826	23.84764298	7.476695379	7.747002629	13.2369518	29.11630156	8.228189926	32.74588833	32.97461298	19.13663184
CEBPB	885.057252	967.9494838	871.99425	599.6309694	641.7100511	734.6508247	1043.048685	992.5254098	726.1882294	667.7359128	689.8300146
CEBPB-AS1	541.3278519	589.5830451	571.3065776	352.9000219	396.3883012	436.8194093	639.4168186	600.6578646	432.4383488	413.2131189	431.9411188
CEBPD	235.2800171	305.42833	226.0341813	432.1529929	445.4526512	384.9746814	276.8903188	343.5269294	238.8523619	250.4009673	246.0424094
CEBPG	813.3703717	860.8216367	757.9403053	785.0530148	790.1942682	777.670918	674.8131068	868.0740372	829.2414662	908.8627703	732.6596192
CEBPZ	1430.980417	1483.834648	1607.123766	1154.401766	1118.150713	1060.059223	1683.60732	1141.661352	1329.09782	1437.487035	1556.446057
CEBPZOS	1865.697011	1820.413629	2036.38134	1915.529356	2081.361373	1795.813127	1309.091754	1508.844328	1936.822983	2038.243265	1966.516739
CECR2	57.90094172	63.82084508	58.0638264	8.972034454	18.07633947	23.16466564	126.741548	50.3976633	29.85654524	25.76141639	22.78170458
CECR7	13.7859385	4.558631792	10.36854043	1.495339076	5.164668419	6.618475898	28.54539369	5.142618704	1.926228725	15.45684983	5.467609099
CEL	22.05750161	21.27361503	22.81078894	8.972034454	3.873501314	2.206158633	35.96719605	11.31376115	9.631143626	4.121826623	4.556340915
CELA1	0	0	0	4.486017227	5.164668419	7.721555215	0	1.028523741	0	0	0
CELA2A	0	0	0	0	0	1.103079316	0	0	0	0	0
CELA2B	0	3.039087861	2.073708086	0	0	1.103079316	1.712723621	0	0	0	0
CELA3A	0	0	0	0	2.58233421	0	0	0	0	0	0
CELA3B	0	0	0	2.990678151	11.62050394	0	0.570907874	3.085571222	0	0	0
CELF1	1342.75041	1467.879437	1402.86352	460.5644353	637.8365498	788.7017112	1701.305464	1037.780454	1259.753586	1367.415982	1327.717743
CELF2	18.38125134	10.63680751	18.66337277	7.476695379	0	11.03079316	16.55632834	8.228189926	22.15163034	13.39593652	11.84648638
CELF2-AS1	0	0	0	0	0	0	0.570907874	2.057047482	0	0	0
CELF2-DT	0	0	0	0	0	4.412317266	0	0	0	0	0
CELF3	196.6793893	144.3566734	211.5182247	79.25297101	68.43185656	106.9986937	256.3376353	117.2517064	107.8688086	116.4416021	157.6493957
CELF4	0.919062567	0	0	1.495339076	0	0	0.570907874	1.028523741	0.963114363	0	0.911268183
CELF5	11.0287508	6.078175722	24.88449703	7.476695379	3.873501314	7.721555215	30.25811731	8.228189926	8.668029263	7.213196589	4.556340915
CELF6	0	3.798859826	0	0	0	1.103079316	3.425447242	0	0.963114363	0	1.822536366
CELP	0	0	1.036854043	0	0	0	1.141815747	1.028523741	0	0	2.733804549
CELSR1	1728.756688	1844.726332	1692.145798	267.6656946	295.677267	464.3963922	2579.361774	674.7115739	1085.429887	973.7815396	1182.826102
CELSR2	1297.716345	1154.093615	1083.512475	106.1690744	140.7372144	236.0589737	951.7034255	357.9262618	706.9259421	704.8323525	818.3188284
CELSR3	94.66344439	84.33468815	64.28495065	16.44872983	16.78517236	18.75234838	191.8250456	45.25504459	48.15571813	49.46191947	28.24931368
CEMIP	29.41000214	29.63110665	22.81078894	20.93474706	54.2290184	49.63856924	324.8465802	88.45304171	25.04097343	24.73095974	30.98311822
CEMIP2	433.7975316	474.0977063	410.5942009	539.8174063	564.2400248	712.5892384	1543.163983	475.1779682	243.6679337	230.8222909	292.5170868
CEMP1	30.32906471	27.35179075	50.8058481	5.981356303	16.78517236	7.721555215	98.19615428	26.74161726	50.08194685	21.63958977	33.71692277
CEND1	128.6687594	160.3118847	163.8229388	35.88813782	14.20283815	20.95850701	51.95261651	28.79866474	82.82783518	100.9847523	72.90145465
CENPA	1337.236035	1296.170973	1316.804634	2404.505234	2703.703918	2506.196207	507.5370997	1348.394624	1927.19184	1773.415904	1629.347511
CENPB	3187.308982	3464.560162	3232.910905	1447.488225	1404.78981	1794.710048	2768.903188	2340.920034	3275.551947	3162.471476	3355.28945
CENPBD1	170.9456375	145.1164454	147.2332741	130.0944996	132.9902118	127.9572007	226.079518	184.1057496	174.3236996	164.8730649	181.3423684
CENPBD1P1	721.464115	714.9454193	662.5497333	303.5538324	272.4362591	291.2129395	385.9337226	394.9531165	805.1636071	748.111532	694.3863555
CENPC	58.82000428	89.65309191	75.69034512	37.38347689	55.52018551	75.00939351	199.2468479	29.82718848	40.45080323	37.0964396	32.80565459
CENPE	60.65812942	104.0887592	116.1276528	101.6830572	127.8255434	162.1526595	779.8601555	33.94128345	76.08603464	42.24872288	40.09580006
CENPF	675.5109867	985.424239	871.99425	337.9466311	377.0207946	597.8689895	2782.034069	202.6191769	283.1556226	266.8882738	410.9819506
CENPH	644.2628594	654.1636621	593.0805125	931.5962442	967.0841615	1055.646906	569.766058	675.7400977	664.5489102	625.48719	630.5975827
CENPI	755.46943	734.6994904	809.7830074	1039.260658	1061.33936	959.6790053	755.3111169	749.793807	728.1144581	762.5379252	749.0624465
CENPJ	90.98719413	106.3680751	76.72719917	25.42076429	16.78517236	22.06158633	264.3303455	29.82718848	40.45080323	41.21826623	37.36199551
CENPK	450.3406578	427.7516165	446.8840924	1538.703909	1508.083178	1313.767466	360.8137762	786.8206617	621.2087639	615.1826234	647.00041
CENPL	803.2606835	791.6823878	807.7092993	1875.155201	1996.144344	1810.153158	340.2610927	923.6143192	1132.62249	1126.289125	1079.852797
CENPM	1394.217914	1306.80778	1330.283737	2302.822177	2417.06482	2281.168026	553.2097296	1746.433312	2082.253252	1933.136686	1823.447634
CENPN	2211.264536	2035.429095	1972.096389	4414.240952	4919.346669	4090.218105	2152.322684	2938.492327	3150.34708	3091.369967	2590.735445
CENPO	2000.799208	2033.149779	2005.275719	3029.556967	2828.947127	2518.330079	1359.331647	1957.280679	2245.982694	2243.304139	2156.060521
CENPP	290.4237712	291.7524347	264.3977809	370.8440908	358.9444551	266.9451946	194.6795849	318.8423596	308.196596	273.0710137	287.9607459
CENPQ	119.4781337	126.1221462	99.53798811	243.7402693	286.6390973	206.2758322	137.5887976	202.6191769	140.6146969	150.4466717	215.0592912
CENPS	95.58250696	48.62540578	63.24809661	116.6364479	142.0283815	92.65866258	43.95990628	110.0520403	149.2827262	120.5634287	100.2395001
CENPT	375.8965899	319.1042254	419.9258873	822.4364917	683.0273985	699.3522866	551.497006	603.7434358	426.6596626	475.0405182	423.7397051
CENPU	1014.645074	969.4690277	981.9007785	2319.270906	2241.466094	2134.458477	995.0924239	1305.196627	1025.716796	1014.999806	1058.893629
CENPV	1531.158237	1521.823246	1660.003322	2099.456062	2617.195721	2019.738228	427.0390896	1655.923223	2376.966247	2330.892955	2152.415448
CENPW	604.743169	626.0520994	577.5277018	2008.240379	2265.998269	1854.276331	205.5268345	844.4179912	1081.577429	922.2587068	776.400492
CENPX	1185.590711	1283.254849	1133.281469	2072.539959	2357.671133	1896.193345	497.260758	1618.896368	2369.261332	2138.19756	1674.910921
CEP104	365.7869016	467.2597587	408.5204929	185.4220454	151.0665513	209.5850701	934.0052814	238.6175079	278.3400508	255.5532506	243.3086049
CEP112	52.38656632	65.34038902	53.91641022	68.78559748	89.09053023	58.46320377	88.49072043	26.74161726	15.4098298	27.8223297	20.04790003
CEP120	274.7997075	240.847713	278.9137375	73.27161471	67.14068945	97.07097984	446.4499573	120.3372777	154.098298	158.690325	192.2775866
CEP126	23.89562674	17.4747552	33.17932937	20.93474706	47.77318288	33.09237949	105.0470488	27.770141	8.668029263	11.33502321	3.645072732
CEP128	76.28219306	82.81514422	96.42742598	74.76695379	89.09053023	69.49399693	186.1159668	66.85404315	51.04506122	65.94922596	75.6352592
CEP131	113.0446957	163.3509725	133.7541715	34.39279874	40.02618025	41.91701402	212.377729	102.8523741	85.71717827	77.28424917	127.5775456
CEP135	37.68156524	38.74837023	36.2898915	17.94406891	29.69684341	12.13387248	176.9814409	29.82718848	23.1147447	22.67004642	42.8296046
CEP152	61.57719198	102.5692153	71.54292895	37.38347689	51.64668419	54.0508865	466.4317328	32.9127597	47.19260377	28.85278636	50.11975007
CEP162	13.7859385	28.87133468	12.44224851	7.476695379	1.291167105	2.206158633	94.77070704	6.171142445	3.85245745	8.243653245	0
CEP164	368.5440893	338.0985246	321.4247533	134.5805168	152.3577184	234.9558944	904.8889799	223.1896517	210.9220454	247.3095974	330.7903505
CEP170	215.9797032	250.7247485	173.1546251	59.81356303	102.0022013	123.5448834	606.3041619	78.1678043	109.7950373	137.0507352	131.2226184
CEP170B	1523.805736	1692.012167	1706.661754	460.5644353	581.0251972	851.5772322	2931.041024	1034.694883	1065.204485	1024.273916	1202.874002
CEP170P1	0	2.279315896	0	0	0	0	0	0	0	0	0
CEP19	265.6090818	266.6799598	241.586992	246.7309475	249.1952512	245.9866876	395.0682486	280.7869812	215.7376172	205.0608745	160.3832002
CEP192	231.6037669	239.3281691	236.4027218	110.6550916	139.4460473	189.7296424	469.2862722	161.4782273	148.3196118	145.2943884	228.728314
CEP250	431.0403439	470.2988465	416.8153252	177.94535	197.548567	311.0683672	1157.23026	278.7299337	260.0408779	217.4263543	276.1142595
CEP250-AS1	22.05750161	34.18973844	38.36359958	19.43940798	12.91167105	28.68006223	82.78164169	17.48490359	5.778686176	11.33502321	16.4028273
CEP290	162.6740743	175.507324	157.6018145	213.8334878	220.7895749	216.203546	581.1842155	169.7064172	170.4712422	151.4771284	149.447982
CEP295	124.0734465	185.3843595	135.8278796	188.4127235	131.6990447	147.8126284	694.7948823	88.45304171	128.0942102	109.2284055	92.03808649
CEP295NL	0	0	0	0	0	4.412317266	0	0	0	0	0
CEP350	114.8828209	191.4625353	150.3438362	70.28093656	87.79936313	124.6479628	591.4605572	59.65437696	92.45897881	92.74109901	81.10286829
