EntrezID	K70_1	K70_2	K70_3	K70MD_1	K70MD_2	K70MD_3	K70P10_1	K70P10_2	K70P10_3	NKO70_1	NKO70_2	NKO70_3
H1-0	1640.892074	1633.307359	1623.853467	216.1057778	328.6536943	298.2891311	582.0158463	530.9780402	268.0150939	1671.643186	1700.741323	1671.77443
H1-10	7061.730199	7253.668171	6877.497039	2840.469468	3016.906769	3142.361269	2804.688773	2465.854277	3565.44489	6234.398766	6076.517994	6278.086542
H1FX-AS1	396.4380039	375.4729561	436.8198026	247.2001343	143.5344706	198.4769988	158.6777689	163.2289723	188.8767787	335.1289452	337.584333	371.4009561
H2BC15	6.654834598	3.911176626	1.073267328	88.61891606	99.26683012	96.37033466	15.98619313	18.0648665	32.71050358	13.00500384	4.273219405	15.04408936
HBEGF	34.22486365	32.85388366	24.68514855	97.94722302	111.339823	117.0211207	145.6519819	140.0027153	102.3522209	38.01462662	28.84423099	25.3869008
HCP5	16.16174117	10.95129455	24.68514855	105.7208121	111.339823	111.2847912	72.23390971	58.06564231	159.3318078	15.00577367	20.29779218	24.44664521
HDAC4	274.7495998	281.6047171	283.3425746	26.43020304	16.0973238	37.85977433	137.9549259	134.1961511	92.85562307	193.0742878	185.8850441	201.2146952
HDAC9	197.7436566	196.3410666	201.7742577	1124.060988	1121.446892	986.6486643	775.6264075	781.9506497	806.1556366	264.1016165	308.740102	363.8789115
HECW1	21.86588511	17.20917716	26.8316832	127.4868617	108.6569357	107.8429935	75.78639707	58.06564231	61.20029702	22.00846804	8.546438811	17.86485612
HEYL	46.58384219	56.32094342	51.51683175	4.664153477	8.048661901	1.147265889	18.35451804	14.83899748	12.66213042	16.00615858	21.36609703	13.16357819
HHIP	22.81657577	17.20917716	15.02574259	34.20379216	56.34063331	56.21602855	37.89319854	47.74286145	40.09674633	22.00846804	30.98084069	52.65431277
HHLA2	2.852071971	2.346705976	2.146534656	20.21133173	17.43876745	21.79805189	14.20994945	12.25830226	23.21390577	5.001924556	0	1.88051117
HKDC1	68.4497273	57.88541407	56.88316839	130.5962974	139.5101396	151.4390973	420.9697525	416.782277	218.4217497	63.0242494	44.86880376	37.61022341
HLA-B	40.87969825	45.36964887	51.51683175	262.7473125	347.4339054	292.5528016	174.0718808	168.3903627	137.1730795	34.01308698	64.09829108	36.66996782
HMGCS1	4443.52813	4429.798647	4005.433669	1324.619587	1275.712911	1243.636223	2170.569779	2047.781652	1803.298407	3982.532331	3697.40309	3920.86579
HOTAIR	32.32348233	25.81376573	45.07722778	80.84532694	72.43795711	105.5484618	110.7191895	108.389199	75.97278251	31.01193224	38.45897465	24.44664521
HOXD1	0	1.564470651	1.073267328	7.773589128	12.07299285	20.650786	7.697055953	10.32278085	15.82766302	0	7.478133959	3.761022341
HRCT1	63.69627401	82.91694448	61.1762377	31.09435651	18.7802111	17.20898833	24.86741154	23.22625692	30.60014851	70.02694378	43.8004989	40.43099016
HS3ST3A1	191.088822	204.1634199	211.4336636	77.73589128	56.34063331	59.65782622	105.3904584	109.0343728	68.58653977	173.0665896	141.0162404	183.3498391
HSD17B6	12.35897854	14.86247118	21.46534656	111.9396834	80.48661901	112.4320571	83.48345302	59.35598991	100.2418658	11.00423402	14.95626792	14.10383378
HSPA1B	2429.014628	2528.966807	2406.26535	374.686996	419.8718625	541.5094995	1066.33829	1049.052604	606.7270826	1685.648575	1750.951651	2110.873789
HSPB2	6.654834598	7.040117928	6.439603969	57.52455955	56.34063331	52.77423088	13.61786822	24.51660453	53.81405428	12.00461893	6.409829108	5.641533511
HTRA3	38.97831693	32.07164834	34.3445545	6.218871303	2.6828873	10.325393	9.473299634	7.096911837	18.99319563	28.01077751	27.77592613	45.13226809
ID3	10008.87124	9771.683683	9048.716844	3550.975514	3819.090072	3212.344489	1332.182761	1187.764972	4099.364723	9473.645108	9057.088529	7656.50123
ID4	626.5051429	648.4730847	667.5722781	197.4491639	178.4120055	204.2133282	159.8619313	195.4876624	290.1738221	640.2463431	604.6605458	592.3610187
IFI35	111.2308069	96.99718033	84.78811892	544.151239	500.3584815	404.9848587	165.7827436	160.648277	364.0362495	121.0465742	95.07913177	124.1137372
IFI6	61.7948927	54.75647277	61.1762377	803.7891159	729.7453457	694.0958627	188.2818302	147.744801	307.0566626	55.02117011	40.59558435	52.65431277
IFIT3	45.63315153	28.16047171	27.90495053	90.17363389	108.6569357	75.71954866	189.4659927	200.0038791	88.63491293	23.00885296	23.50270673	27.26741197
IFT88	164.4694836	124.3754167	159.9168319	54.4151239	96.58394282	66.54142155	62.16852885	61.29151132	61.20029702	118.0454195	74.78133959	126.934504
IGFL4	32.32348233	25.81376573	23.61188122	118.1585548	99.26683012	55.06876266	75.78639707	72.25946598	56.97958688	20.00769822	26.70762128	28.20766756
IGSF23	0	0	0	40.42266347	33.53609126	47.03790144	5.328731044	3.87104282	9.496597814	0	0	0
IHH	0	6.257882602	1.073267328	13.99246043	13.4144365	26.38711544	24.86741154	24.51660453	24.2690833	7.002694378	2.136609703	3.761022341
IL15RA	12.35897854	16.42694183	18.24554458	59.07927738	36.21897856	57.36329444	59.80020394	54.19459949	46.42781153	10.00384911	18.16118247	20.68562287
IL1B	58.94282073	50.84529614	52.59009908	202.1133173	163.6561253	187.0043399	114.2716768	90.96950628	181.490536	81.0311778	76.91794929	57.3555907
IL1RN	30.42210102	14.08023586	35.41782183	121.2679904	77.80373171	130.7883113	66.90517866	60.64633752	74.91760498	17.00654349	19.22948732	13.16357819
IL21R	50.38660482	62.57882602	72.98217831	7.773589128	2.6828873	2.294531778	15.39411191	11.61312846	8.441420279	17.00654349	12.81965822	29.14792314
IL21R-AS1	18.06312248	28.94270704	23.61188122	6.218871303	2.6828873	1.147265889	7.697055953	4.516216624	6.331065209	12.00461893	5.341524257	9.402555852
IL31RA	19.9645038	23.46705976	9.659405953	99.50194084	87.19383727	110.1375253	116.0479205	99.35676572	47.48298907	10.00384911	18.16118247	4.701277926
IL7R	138.8008359	159.5760064	179.2356438	450.8681694	415.8475316	446.2864307	549.4513788	543.8815163	307.0566626	107.0411855	133.5381064	146.6798713
ILF3-DT	213.9053978	194.776596	184.6019804	68.40758433	52.31630236	68.83595333	71.64182848	60.64633752	61.20029702	273.1050807	264.9396031	237.884663
INAVA	24.71795708	13.29800053	9.659405953	46.64153477	45.60908411	42.44883788	67.49725989	69.03359696	49.59334414	11.00423402	8.546438811	10.34281144
INPP1	2.852071971	3.128941301	9.659405953	26.43020304	50.97485871	35.56524255	18.94659927	32.90386397	25.32426084	1.000384911	8.546438811	2.820766756
INSIG1	2240.777878	2246.579854	2399.825746	640.5437442	657.3073886	671.1505449	546.4909726	541.9459949	1149.088335	2073.797921	2226.34731	1962.313406
ISG20	11.40828788	10.16905923	17.17227725	230.0982382	207.9237658	212.2441894	27.82781767	34.83938538	62.25547456	13.00500384	17.09287762	15.98434495
ISM2	13.3096692	8.604588578	16.09900992	57.52455955	37.56042221	66.54142155	77.56264075	107.0988514	77.02796005	8.003079289	7.478133959	14.10383378
ITGB2	2.852071971	4.693411952	4.293069313	51.30568825	38.90186586	60.8050921	23.09116786	26.45212594	24.2690833	4.001539644	7.478133959	2.820766756
ITGB2-AS1	1.901381314	1.564470651	1.073267328	32.64907434	48.29197141	48.18516733	9.473299634	12.90347607	17.93801809	7.002694378	4.273219405	0.940255585
IZUMO4	2.852071971	6.257882602	2.146534656	71.51701998	76.46228806	82.60314399	17.76243681	25.16177833	34.82085865	3.001154733	1.068304851	0.940255585
JPH2	0.950690657	5.475647277	9.659405953	48.1962526	37.56042221	43.59610377	40.26152344	23.87143073	22.15872823	17.00654349	22.43440188	6.581789096
KBTBD11	113.1321882	175.2207129	138.4514853	13.99246043	28.17031665	26.38711544	63.3526913	80.00155162	37.98639126	76.02925325	65.16659593	103.4281144
KCNB1	0.950690657	2.346705976	11.80594061	20.21133173	32.19464761	48.18516733	39.66944222	43.22664483	9.496597814	3.001154733	4.273219405	5.641533511
KCNG3	10.45759723	6.257882602	5.366336641	76.18117346	34.87753491	50.47969911	35.52487363	49.03320906	36.93121372	8.003079289	3.204914554	0
KCNK9	4.753453285	7.822353253	3.219801984	136.8151687	109.9983793	80.30861221	21.31492418	19.3552141	96.02115567	7.002694378	4.273219405	6.581789096
KIAA1755	19.01381314	36.76506029	15.02574259	73.07173781	101.9497174	107.8429935	71.64182848	65.16255414	66.4761847	34.01308698	27.77592613	32.90894548
KIF1A	415.4518171	413.8024871	429.3069313	153.9170647	198.5336602	255.8402932	1510.39921	1438.737582	581.4028217	255.0981523	305.5351875	358.237378
KLF14	4.753453285	5.475647277	11.80594061	40.42266347	49.63341506	42.44883788	24.86741154	29.03282115	28.48979344	28.01077751	22.43440188	8.462300267
KLHL6	79.85801518	94.65047436	50.44356442	373.1322782	423.8961935	294.8473334	572.5425466	556.7849923	356.6500068	72.0277136	37.3906698	57.3555907
KLK5	43.73177022	50.84529614	41.8574258	778.9136307	653.2830577	705.5685216	130.8499512	133.5509773	199.4285541	40.01539644	63.02998623	59.23610187
KREMEN2	644.5682654	661.7710852	525.9009908	99.50194084	122.0713722	104.4011959	301.3693446	245.8112191	288.063467	507.1951499	493.5568413	633.7322644
KRT13	3279.882766	3171.182009	2961.144558	1520.514034	1620.463929	1509.80191	1357.642254	1446.479667	1768.477548	2841.093148	2625.893325	2591.344393
KRT23	13.3096692	11.73352988	7.512871297	124.3774261	127.4371468	123.904716	29.01198013	36.77490679	67.53136223	12.00461893	16.02457277	15.04408936
KRT4	22.81657577	22.68482443	12.87920794	219.2152134	228.0454205	182.4152763	79.93096566	67.74324936	67.53136223	16.00615858	12.81965822	16.92460053
KRT83	5.704143941	8.604588578	8.586138625	41.97738129	37.56042221	19.50352011	30.19614258	23.87143073	44.31745646	10.00384911	7.478133959	4.701277926
KRTAP2-3	14.26035985	13.29800053	5.366336641	87.06419824	73.77940076	107.8429935	132.0341136	118.066806	113.9591738	15.00577367	14.95626792	12.22332261
KRTAP3-1	2.852071971	6.257882602	5.366336641	150.8076291	194.5093293	199.6242646	59.20812271	43.22664483	58.03476442	11.00423402	0	4.701277926
LACC1	15.21105051	20.33811846	4.293069313	45.08681694	33.53609126	59.65782622	106.5746209	123.8733703	33.76568112	7.002694378	41.6638892	10.34281144
LAMP3	126.4418574	108.7307102	144.8910893	268.9661838	317.9221451	390.0704022	985.2231619	909.6950628	279.6220467	60.02309467	66.23490078	67.69840213
LCE1E	1.901381314	3.128941301	4.293069313	9.328306954	25.48742935	19.50352011	24.86741154	14.19382367	27.43461591	1.000384911	9.614743662	4.701277926
LCE1F	41.8303889	20.33811846	30.05148519	433.7662734	413.1646443	419.8993153	113.6795956	144.518932	238.4701229	52.02001538	44.86880376	34.78945665
LGI2	11.40828788	10.95129455	13.95247527	43.53209912	50.97485871	37.85977433	39.66944222	48.38803526	34.82085865	13.00500384	16.02457277	12.22332261
LGR5	28.52071971	36.76506029	30.05148519	97.94722302	87.19383727	103.25393	88.81218407	99.35676572	61.20029702	32.01231716	24.57101158	18.8051117
LINC00052	82.71008715	71.1834146	77.27524763	485.0719616	602.308199	622.9653776	147.4282256	154.196539	202.5940867	88.03387218	143.1528501	111.8904146
LINC00337	26.61933839	12.5157652	16.09900992	90.17363389	120.7299285	83.75040988	36.70903608	39.35560201	91.80044553	21.00808313	25.63931643	17.86485612
LINC00452	3.802762628	1.564470651	4.293069313	57.52455955	46.95052776	60.8050921	21.9070054	19.3552141	21.1035507	12.00461893	7.478133959	6.581789096
LINC00589	5.704143941	8.604588578	3.219801984	77.73589128	53.65774601	73.42501688	39.66944222	34.19421158	37.98639126	9.0034642	22.43440188	15.98434495
LINC00673	1014.386931	880.0147409	918.7168329	387.1247386	332.6780253	318.9399171	306.6980756	306.4575566	555.0233833	1169.449961	1232.823798	1105.740568
LINC00707	181.5819155	200.2522433	182.4554458	71.51701998	59.02352061	96.37033466	74.60223462	114.1957632	62.25547456	90.034642	118.5818385	94.02555852
LINC01089	105.5266629	99.34388631	122.3524754	51.30568825	68.41362616	48.18516733	36.70903608	41.93629722	40.09674633	108.0415704	87.60099781	91.20479176
LINC01133	7.605525255	5.475647277	1.073267328	87.06419824	115.3641539	82.60314399	65.12893498	80.00155162	55.92440935	2.000769822	24.57101158	5.641533511
LINC01173	0	0	0	23.32076739	37.56042221	28.68164722	2.368324908	4.516216624	9.496597814	0	2.136609703	0.940255585
LINC01204	8.556215912	6.257882602	6.439603969	94.83778737	83.16950631	79.16134632	30.19614258	38.7104282	92.85562307	37.01424171	16.02457277	19.74536729
LINC01366	7.605525255	4.693411952	5.366336641	73.07173781	46.95052776	53.92149677	13.61786822	22.58108312	31.65532605	10.00384911	2.136609703	15.98434495
LINC01516	4.753453285	9.386823903	4.293069313	63.74343085	61.70640791	76.86681455	23.68324908	18.0648665	46.42781153	13.00500384	8.546438811	8.462300267
LINC01569	49.43591416	69.61894395	81.56831694	388.6794564	236.0940824	263.8711544	143.8757382	140.0027153	258.518496	82.03156271	71.57642504	94.02555852
LINC02321	7.605525255	5.475647277	2.146534656	143.03404	136.8272523	201.9187964	15.98619313	18.7100403	71.75207237	16.00615858	16.02457277	15.04408936
LINC02561	60.84420204	53.97423744	54.73663374	17.10189608	6.707218251	28.68164722	5.328731044	10.96795466	22.15872823	51.01963047	29.91253584	17.86485612
LINC02669	0	0	0	7.773589128	5.365774601	17.20898833	5.328731044	3.225869017	9.496597814	0	0	0
LINC02773	0	0	0	18.65661391	9.390105552	14.91445655	4.14456859	9.032433248	5.275887674	0	0	2.820766756
LINC02827	4.753453285	7.822353253	3.219801984	101.0566587	143.5344706	82.60314399	26.05157399	21.29073551	33.76568112	2.000769822	13.88796307	9.402555852
LIPH	23.76726642	28.16047171	20.39207923	634.3248729	543.2846783	500.2079275	317.3555377	292.9089067	294.3945322	37.01424171	27.77592613	28.20766756
LMO2	14.26035985	16.42694183	11.80594061	27.98492086	46.95052776	45.89063555	52.10314799	41.93629722	55.92440935	8.003079289	16.02457277	10.34281144
LOC100129484	87.46354044	129.851064	101.9603962	32.64907434	25.48742935	34.41797666	62.16852885	48.38803526	30.60014851	130.0500384	127.1282773	109.0696479
LOC100506178	0	4.693411952	1.073267328	76.18117346	88.53528092	63.09962388	13.025787	11.61312846	17.93801809	0	1.068304851	1.88051117
LOC100506411	101.7239003	80.5702385	95.52079221	907.9552102	977.912421	961.4088148	227.3591912	227.1011788	417.8503038	164.0631254	157.0408131	141.9785934
LOC100506990	42.78107956	34.41835431	52.59009908	20.21133173	14.75588015	16.06172244	17.76243681	14.19382367	15.82766302	37.01424171	20.29779218	27.26741197
LOC100507144	21.86588511	7.822353253	23.61188122	233.2076739	319.2635888	208.8023918	49.14274185	41.29112342	70.69689484	26.01000769	18.16118247	32.90894548
LOC101927136	461.0849686	464.6477832	561.3188126	161.6906539	201.2165475	118.1683865	168.7431497	162.5837985	208.9251519	211.0812162	179.475215	153.2616604
LOC101927248	39.92900759	50.06306082	32.19801984	1.554717826	8.048661901	17.20898833	12.43370577	4.516216624	9.496597814	39.01501153	64.09829108	42.31150133
LOC101927752	166.370865	124.3754167	139.5247527	63.74343085	41.58475316	36.71250844	21.9070054	23.87143073	35.87603619	142.0546574	146.3577646	135.3968043
LOC101927863	4.753453285	0	0	57.52455955	76.46228806	64.24688977	16.57827436	10.96795466	14.77248549	5.001924556	5.341524257	6.581789096
LOC101928304	1.901381314	0	2.146534656	48.1962526	52.31630236	47.03790144	8.28913718	5.806564231	23.21390577	7.002694378	6.409829108	0.940255585
LOC101928994	3.802762628	0.782235325	8.586138625	77.73589128	71.09651346	56.21602855	30.78822381	32.25869017	24.2690833	1.000384911	5.341524257	13.16357819
LOC101929128	8.556215912	10.16905923	15.02574259	223.8793669	217.3138713	292.5528016	40.85360467	40.00077581	52.75887674	29.01116242	27.77592613	25.3869008
LOC101929638	10.45759723	10.16905923	8.586138625	124.3774261	107.315492	95.22306877	30.78822381	47.74286145	66.4761847	10.00384911	7.478133959	14.10383378
LOC101929846	1.901381314	6.257882602	3.219801984	68.40758433	44.26764046	47.03790144	18.35451804	15.48417128	17.93801809	13.00500384	11.75135336	5.641533511
LOC101930275	17.11243182	11.73352988	17.17227725	166.3548073	175.7291182	143.4082361	37.30111731	49.03320906	74.91760498	15.00577367	19.22948732	17.86485612
LOC102546229	26.61933839	38.32953094	34.3445545	0	2.6828873	6.883595333	7.104974725	8.387259444	1.055177535	16.00615858	10.68304851	11.28306702
LOC102723675	7.605525255	7.822353253	10.73267328	29.53963869	36.21897856	21.79805189	29.60406136	35.48455919	18.99319563	8.003079289	14.95626792	12.22332261
LOC102724064	107.4280442	118.1175341	133.0851487	35.75850999	30.85320396	22.94531778	69.8655848	57.4204685	40.09674633	96.03695147	100.420656	78.98146915
LOC102724250	68.4497273	82.13470915	77.27524763	31.09435651	29.51176031	52.77423088	449.3896514	445.1699243	52.75887674	12.00461893	18.16118247	32.90894548
LOC102724475	7.605525255	14.86247118	9.659405953	82.40004476	76.46228806	91.7812711	92.36467143	87.09846346	145.6144998	16.00615858	20.29779218	9.402555852
LOC102725231	3.802762628	2.346705976	1.073267328	119.7132726	213.2895404	149.1445655	15.98619313	12.90347607	35.87603619	5.001924556	10.68304851	12.22332261
LOC105369301	27.57002905	23.46705976	27.90495053	351.3662286	309.8734832	265.0184203	113.6795956	120.0023274	200.4837316	22.00846804	40.59558435	45.13226809
LOC105369352	517.1757174	550.693669	495.8495056	85.50948041	83.16950631	99.81213232	291.896045	270.3278236	137.1730795	370.1424171	315.1499311	434.3980804
LOC105370777	0.950690657	0	0	68.40758433	84.51094996	64.24688977	6.512893498	5.806564231	21.1035507	2.000769822	2.136609703	7.522044681
LOC105371069	26.61933839	17.99141248	27.90495053	7.773589128	1.34144365	2.294531778	5.920812271	4.516216624	6.331065209	16.00615858	11.75135336	27.26741197
LOC105371401	0.950690657	3.128941301	1.073267328	35.75850999	22.80454205	17.20898833	13.025787	10.32278085	20.04837316	0	3.204914554	0.940255585
LOC105371493	1.901381314	0.782235325	0	40.42266347	30.85320396	19.50352011	10.06538086	18.0648665	13.71730795	5.001924556	4.273219405	2.820766756
LOC105371855	1.901381314	8.604588578	7.512871297	45.08681694	79.14517536	33.27071077	17.17035559	29.67799496	34.82085865	15.00577367	10.68304851	8.462300267
LOC105372424	15.21105051	7.822353253	5.366336641	91.72835171	142.1930269	145.7027679	27.82781767	31.61351637	60.14511949	10.00384911	12.81965822	20.68562287
LOC105372501	1.901381314	0	2.146534656	10.88302478	12.07299285	21.79805189	21.31492418	27.74247355	3.165532605	5.001924556	0	2.820766756
LOC105372632	2.852071971	2.346705976	2.146534656	29.53963869	25.48742935	12.61992478	15.39411191	9.677607051	20.04837316	4.001539644	4.273219405	0.940255585
LOC105372663	0.950690657	3.911176626	2.146534656	20.21133173	30.85320396	20.650786	18.94659927	14.19382367	11.60695288	0	0	3.761022341
LOC105372693	0	0	0	4.664153477	5.365774601	8.030861221	4.736649817	8.387259444	6.331065209	0	2.136609703	0.940255585
LOC105372898	69.40041795	85.26365046	50.44356442	209.8869065	154.2660198	191.5934034	184.7293429	190.326272	207.8699744	49.01886064	81.1911687	68.63865772
LOC105373428	28.52071971	28.94270704	25.75841588	6.218871303	5.365774601	3.441797666	8.881218407	8.387259444	8.441420279	26.01000769	24.57101158	16.92460053
LOC105373490	0	0	0	17.10189608	4.024330951	14.91445655	2.960406136	9.032433248	11.60695288	1.000384911	3.204914554	0
LOC105373610	49.43591416	50.84529614	57.95643572	3.109435651	6.707218251	11.47265889	10.06538086	10.96795466	9.496597814	27.0103926	26.70762128	47.01277926
LOC105374259	0	0	0	6.218871303	6.707218251	9.17812711	11.24954332	7.096911837	10.55177535	1.000384911	3.204914554	0
LOC105374308	0	0.782235325	0	23.32076739	5.365774601	24.09258366	8.28913718	4.516216624	9.496597814	3.001154733	2.136609703	0
LOC105374309	13.3096692	13.29800053	22.53861389	150.8076291	163.6561253	184.7098081	68.68142235	67.09807555	74.91760498	23.00885296	25.63931643	23.50638963
LOC105375431	22.81657577	28.16047171	24.68514855	91.72835171	84.51094996	87.19220755	60.98436639	69.67877077	51.70369921	22.00846804	29.91253584	19.74536729
LOC105375586	42.78107956	48.49859017	36.49108916	132.1510152	187.802111	189.2988716	116.6400017	124.5185441	102.3522209	40.01539644	40.59558435	34.78945665
LOC105375591	68.4497273	72.74788525	94.44752488	20.21133173	37.56042221	41.301572	25.45949277	20.00038791	42.2071014	81.0311778	53.41524257	69.5789133
LOC105375754	9.506906569	17.99141248	22.53861389	104.1660943	85.85239362	75.71954866	90.58842775	85.80811585	53.81405428	9.0034642	17.09287762	23.50638963
LOC105375821	0.950690657	0	0	20.21133173	30.85320396	10.325393	4.736649817	8.387259444	11.60695288	0	4.273219405	3.761022341
LOC105376222	11.40828788	13.29800053	6.439603969	77.73589128	59.02352061	115.8738548	63.94477253	54.83977329	64.36582963	11.00423402	10.68304851	8.462300267
LOC105376233	2.852071971	9.386823903	9.659405953	167.9095252	170.3633436	153.7336291	17.17035559	23.87143073	134.0075469	11.00423402	20.29779218	15.04408936
LOC105376475	0	0	0	12.43774261	17.43876745	11.47265889	8.28913718	12.90347607	10.55177535	0	0	0.940255585
LOC105376689	4.753453285	4.693411952	3.219801984	18.65661391	32.19464761	21.79805189	31.97238626	40.00077581	11.60695288	5.001924556	3.204914554	6.581789096
LOC105376859	19.9645038	19.55588313	19.31881191	43.53209912	68.41362616	53.92149677	71.04974725	72.90463978	44.31745646	18.0069284	17.09287762	8.462300267
LOC105377378	3.802762628	7.040117928	5.366336641	416.6643773	574.1378823	433.6665059	15.98619313	9.677607051	62.25547456	8.003079289	17.09287762	11.28306702
LOC105378626	33.27417299	46.15188419	27.90495053	161.6906539	152.9245761	146.8500338	75.78639707	109.6795466	72.80724991	53.02040029	52.34693771	78.98146915
LOC105379051	3.802762628	9.386823903	9.659405953	59.07927738	49.63341506	36.71250844	23.68324908	26.45212594	80.19349265	28.01077751	21.36609703	17.86485612
LOC105379443	1.901381314	2.346705976	3.219801984	23.32076739	53.65774601	63.09962388	13.61786822	10.32278085	13.71730795	7.002694378	9.614743662	10.34281144
LOC107984104	7.605525255	3.911176626	7.512871297	225.4340847	265.6058427	190.4461375	21.31492418	29.03282115	43.26227893	7.002694378	9.614743662	3.761022341
LOC107984192	0	0	0	9.328306954	10.7315492	18.35625422	6.512893498	7.742085641	10.55177535	0	0	0
LOC107984198	180.6312248	191.6476547	279.0495053	63.74343085	73.77940076	68.83595333	29.01198013	14.83899748	116.0695288	129.0496535	88.66930266	119.4124593
LOC107984200	1.901381314	2.346705976	1.073267328	21.76604956	8.048661901	22.94531778	13.025787	20.64556171	12.66213042	6.002309467	1.068304851	11.28306702
LOC107984655	92.21699372	88.39259176	67.61584167	23.32076739	38.90186586	29.82891311	30.19614258	36.12973299	50.64852167	116.0446497	90.80591236	86.50351384
LOC107984969	51.33729547	30.50717769	41.8574258	225.4340847	194.5093293	199.6242646	105.3904584	109.6795466	249.0218982	102.0392609	87.60099781	65.81789096
LOC107986303	79.85801518	61.7965907	70.83564366	31.09435651	33.53609126	21.79805189	39.07736099	36.77490679	27.43461591	72.0277136	45.93710861	57.3555907
LOC107986465	38.97831693	25.03153041	30.05148519	111.9396834	143.5344706	139.9664384	98.87756493	105.16333	93.9108006	29.01116242	56.62015712	41.37124575
LOC107986558	0	0.782235325	2.146534656	12.43774261	10.7315492	19.50352011	18.35451804	19.3552141	9.496597814	1.000384911	1.068304851	1.88051117
LOC107986973	24.71795708	25.03153041	11.80594061	188.1208569	241.459857	226.0113801	89.40426529	89.67915867	137.1730795	9.0034642	14.95626792	13.16357819
LOC112268056	86.51284978	93.08600371	70.83564366	31.09435651	46.95052776	40.15430611	27.82781767	27.74247355	49.59334414	81.0311778	67.30320563	75.22044681
LOC112268114	249.0809521	287.8625997	231.8257429	69.96230216	79.14517536	56.21602855	113.0875144	130.9702821	93.9108006	340.1308698	301.2619681	370.4607006
LOC152048	45.63315153	46.15188419	31.12475252	133.705733	99.26683012	127.3465137	135.586601	112.2602418	84.41420279	64.02463431	38.45897465	31.9686899
LOC389602	0	0.782235325	0	7.773589128	10.7315492	11.47265889	23.09116786	15.48417128	11.60695288	4.001539644	1.068304851	0
LOC399815	64.64696467	79.78800318	94.44752488	323.3813077	316.5807015	306.3199923	165.7827436	134.1961511	202.5940867	92.03541182	115.3769239	75.22044681
LOC730268	89.36492175	64.14329667	79.42178228	34.20379216	4.024330951	27.53438133	23.68324908	31.61351637	39.04156879	89.03425709	80.12286385	97.78658086
LOR	27.57002905	21.12035378	25.75841588	7.773589128	2.6828873	1.147265889	0	6.451738034	2.11035507	0	0	28.20766756
LPXN	61.7948927	51.62753147	55.80990106	189.6755747	139.5101396	175.531681	100.6538086	94.8405491	182.5457135	64.02463431	68.37151048	66.75814655
LRRC15	0	0	0	7.773589128	4.024330951	17.20898833	12.43370577	9.032433248	11.60695288	0	1.068304851	0
LRRC17	233.8699016	174.4384775	194.2613864	708.9513285	725.7210148	697.5376604	407.9439655	384.5235868	484.3264885	234.0900692	243.5735061	231.302874
LRRC41	3220.939946	3249.405541	3132.867331	1333.947894	1349.492312	1390.486257	1383.693828	1329.058035	1614.421628	2877.107004	2781.865833	2774.694232
LUARIS	86.51284978	72.74788525	95.52079221	321.8265899	287.0689412	339.5907031	282.4227453	260.6502166	211.035507	80.03079289	68.37151048	57.3555907
LY96	1.901381314	10.16905923	7.512871297	119.7132726	112.6812666	120.4629183	20.72284295	12.25830226	94.96597814	17.00654349	17.09287762	14.10383378
LYST	162.5681023	197.123302	169.5762378	345.1473573	422.5547498	434.8137718	503.269043	521.945607	237.4149453	154.0592763	173.0653859	142.9188489
LZTS3	71.30179927	85.26365046	88.00792091	157.0265004	155.6074634	230.6004436	428.6668084	389.6849773	227.9183475	69.02655887	68.37151048	74.28019123
MAB21L4	15.21105051	2.346705976	13.95247527	105.7208121	105.9740484	91.7812711	52.10314799	34.83938538	43.26227893	11.00423402	1.068304851	10.34281144
MAFF	151.1598144	158.793771	159.9168319	558.1436994	513.772918	520.8587135	618.7248823	556.7849923	375.6432024	223.0858352	224.3440188	227.5418516
MAFG-DT	192.9902034	210.4213025	200.7009904	63.74343085	42.92619681	53.92149677	80.52304689	93.55020149	108.6832861	193.0742878	174.1336908	188.9913726
MAP1LC3A	113.1321882	91.52153306	101.9603962	914.1740815	849.1338306	962.5560807	306.1059944	258.7146952	469.554003	131.0504234	105.7621803	110.0099035
MAP3K7CL	0.950690657	14.86247118	10.73267328	597.0116451	706.9408037	562.1602855	61.57644762	78.71120402	136.117902	25.00962278	30.98084069	17.86485612
MAP6	25.66864774	42.24070757	35.41782183	135.2604508	195.8507729	255.8402932	388.9973662	422.5888412	111.8488187	51.01963047	29.91253584	28.20766756
MARCHF10	16.16174117	17.99141248	15.02574259	71.51701998	144.8759142	74.57228277	42.62984835	50.96873047	65.42100716	26.01000769	22.43440188	16.92460053
MARCHF3	20.91519445	28.94270704	24.68514855	293.8416691	295.1176031	256.9875591	40.85360467	49.03320906	156.1662752	50.01924556	35.25406009	31.02843431
MATN3	253.8344054	247.1863628	248.9980201	732.2720959	845.1094996	814.558781	513.9265051	470.9768765	538.1405428	289.1112393	318.3548457	292.419487
MAZ	6203.256536	6246.931308	6497.560405	2119.080396	1985.336602	2456.296268	3185.989083	3056.833481	2982.986891	5749.212084	5589.370982	5937.71402
MBOAT1	391.6845506	365.3038969	429.3069313	104.1660943	115.3641539	125.0519819	128.4816263	121.9378488	174.1042933	500.1924556	490.3519268	510.5587827
MCTP1	19.01381314	27.37823638	16.09900992	121.2679904	91.21816822	89.48673932	60.98436639	61.29151132	55.92440935	39.01501153	33.11745039	26.32715638
