GeneName,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
OGG1,447.6370945,0.4660276,0.121997958,3.819962286,0.000133472,0.000327092
RXYLT1,581.7278194,0.466158904,0.111927988,4.164810903,3.12E-05,8.16E-05
SLC39A4,342.0023807,0.467280963,0.144572952,3.232146522,0.00122864,0.002676196
PLEKHA1,1835.27311,0.467504266,0.089926416,5.19874234,2.01E-07,6.31E-07
TYMSOS,15403.46525,0.467759851,0.06975662,6.705598032,2.01E-11,8.23E-11
TMX4,548.0228079,0.468068895,0.126565269,3.698241211,0.000217099,0.000520188
CASP8,317.8483659,0.468475825,0.145320884,3.223733665,0.00126531,0.002750958
EEF1A1,199519.1073,0.46859492,0.08632465,5.428286367,5.69E-08,1.87E-07
LOC107986162,184.5761579,0.469226839,0.193729534,2.422071792,0.015432301,0.02839888
IDH3B,3503.597689,0.469398349,0.076504402,6.135573061,8.49E-10,3.14E-09
BTBD1,3206.317224,0.469864754,0.074288872,6.324833619,2.54E-10,9.71E-10
TAP1,555.7415853,0.470260822,0.143636634,3.273961586,0.00106051,0.00233067
CHPT1,1576.285847,0.470407138,0.096512392,4.874059484,1.09E-06,3.24E-06
FASTKD1,997.7659952,0.471556058,0.113910771,4.139696814,3.48E-05,9.07E-05
LYRM7,351.953082,0.472319172,0.168003565,2.81136399,0.004933194,0.009862649
ATP8B1,162.3436399,0.472628195,0.185886511,2.542563168,0.011004271,0.020790662
PSPH,4894.700264,0.473170687,0.076854632,6.15669703,7.43E-10,2.77E-09
CCNG1,3778.76829,0.473334182,0.073003337,6.48373352,8.95E-11,3.52E-10
TUBB4B,30287.78641,0.473667896,0.064107312,7.388671892,1.48E-13,6.88E-13
METTL3,564.8684166,0.473760858,0.136863385,3.461560286,0.000537054,0.001226124
C6orf201,639.7424707,0.473934356,0.118520862,3.998742044,6.37E-05,0.000161574
MTARC2,414.2952292,0.474176463,0.13271948,3.572772165,0.000353222,0.000825176
GLI4,236.0779635,0.474179158,0.182643052,2.596206926,0.009425928,0.017977681
WSB1,623.9041962,0.474953585,0.117775685,4.032696448,5.51E-05,0.000140753
C7orf50,7143.743617,0.47514416,0.097421836,4.877183366,1.08E-06,3.19E-06
HACD3,8843.905565,0.475225683,0.086992029,5.462864711,4.69E-08,1.55E-07
PREB,3172.902337,0.475813781,0.084486029,5.631863498,1.78E-08,6.07E-08
TPI1,27682.22154,0.475999823,0.061525879,7.736579047,1.02E-14,5.09E-14
LDHB,17730.25413,0.476841139,0.06799618,7.01276368,2.34E-12,1.01E-11
PIGA,530.2749439,0.476958281,0.113178671,4.214206427,2.51E-05,6.62E-05
UCP2,657.4265011,0.477504843,0.113493478,4.207332888,2.58E-05,6.82E-05
NACA,13589.02969,0.477784263,0.064109799,7.452593421,9.15E-14,4.31E-13
WDR12,941.461357,0.478015504,0.113075161,4.227413849,2.36E-05,6.26E-05
RFC4,3677.692057,0.478041162,0.082590847,5.788064659,7.12E-09,2.48E-08
HOXB7,664.6558879,0.478718057,0.120905325,3.959445608,7.51E-05,0.00018929
PPP1R8,1051.390757,0.478868937,0.105475772,4.540084686,5.62E-06,1.57E-05
MTMR14,611.5229692,0.478979293,0.120572631,3.972537451,7.11E-05,0.000179522
ACAT1,2049.121517,0.479708972,0.082980823,5.780961832,7.43E-09,2.58E-08
CENPV,1749.068357,0.480148157,0.107908882,4.449570282,8.60E-06,2.36E-05
NGRN,2228.787995,0.48028325,0.07915956,6.067280427,1.30E-09,4.75E-09
METTL8,305.0154246,0.480339527,0.144511636,3.323881309,0.00088774,0.001969022
EPHX2,306.8595699,0.481328692,0.170345299,2.825605953,0.004719128,0.009466971
ATXN10,5611.93532,0.48155079,0.075360062,6.389999947,1.66E-10,6.43E-10
PLIN3,1226.927315,0.48202702,0.094654509,5.092488739,3.53E-07,1.09E-06
LOC112268419,151.9657168,0.482425588,0.199514586,2.417996586,0.015606223,0.028686411
MANBAL,1482.380422,0.48246756,0.087272203,5.528307324,3.23E-08,1.08E-07
PRKRA,1028.748279,0.482556608,0.093018688,5.187738252,2.13E-07,6.68E-07
DCBLD1,167.1900099,0.482725243,0.192065027,2.513342753,0.011959308,0.02241839
RCL1,1349.881134,0.482793061,0.095155722,5.073715469,3.90E-07,1.20E-06
FADD,1096.643645,0.483148992,0.092738007,5.209827218,1.89E-07,5.96E-07
CHCHD4,679.0442453,0.48418721,0.106335591,4.553388076,5.28E-06,1.48E-05
TNFSF9,1469.048456,0.484266206,0.085996819,5.631210702,1.79E-08,6.09E-08
CALM1,9620.402184,0.484472008,0.067017721,7.229013507,4.87E-13,2.19E-12
UEVLD,870.5162623,0.484760842,0.111233219,4.358058192,1.31E-05,3.55E-05
FBXL15,384.2188868,0.486632303,0.134557405,3.616540474,0.000298567,0.000704119
ALG1L,576.0699169,0.486633969,0.124162877,3.919319358,8.88E-05,0.000222521
TCEA2,666.940705,0.487013635,0.120973484,4.025788294,5.68E-05,0.000144653
AZIN1,4866.830533,0.487676557,0.070214391,6.945535675,3.77E-12,1.61E-11
IFITM3,1403.071732,0.487741846,0.084535086,5.769697141,7.94E-09,2.76E-08
BBS4,794.5921954,0.487768838,0.113117811,4.312042772,1.62E-05,4.34E-05
GALK1,449.8255077,0.488012419,0.138250474,3.529914981,0.000415693,0.000961957
PSAP,11389.21698,0.488277566,0.07263741,6.722122471,1.79E-11,7.37E-11
APRT,3657.744102,0.488317005,0.069787701,6.997178521,2.61E-12,1.12E-11
UHMK1,4587.452362,0.488832711,0.074549981,6.557113834,5.49E-11,2.19E-10
GTF3C6,690.8051118,0.489232587,0.110886799,4.412000271,1.02E-05,2.79E-05
SLC25A35,1336.729217,0.490042452,0.102568232,4.777721566,1.77E-06,5.17E-06
TDP2,1676.989029,0.490053496,0.093005675,5.269070884,1.37E-07,4.38E-07
PPM1B,1025.740821,0.490413504,0.117864676,4.160818335,3.17E-05,8.30E-05
STK38L,989.6937797,0.490452807,0.102152869,4.801165293,1.58E-06,4.61E-06
GNG12,4979.219885,0.490515613,0.082253974,5.963427511,2.47E-09,8.86E-09
NOP16,2052.78515,0.49051937,0.091949551,5.334657584,9.57E-08,3.09E-07
AKT3,1437.677943,0.490682395,0.099183191,4.947233412,7.53E-07,2.26E-06
BZW1-AS1,735.8533765,0.491678565,0.10954085,4.488540708,7.17E-06,1.98E-05
PRPSAP2,1384.323743,0.49192711,0.092728456,5.305028593,1.13E-07,3.62E-07
GABARAP,2768.891051,0.492228905,0.074184457,6.635202661,3.24E-11,1.31E-10
KIF20A,1599.710279,0.493384707,0.091430865,5.396259848,6.80E-08,2.22E-07
NFKBIE,190.9691032,0.493417819,0.184280213,2.677540968,0.007416478,0.014390996
PIP4K2C,1432.195741,0.49359439,0.093020224,5.306312659,1.12E-07,3.60E-07
ADPGK,2307.189198,0.493707968,0.104192416,4.738425191,2.15E-06,6.23E-06
AKR1E2,292.9827277,0.493758055,0.145505229,3.39340419,0.000690297,0.001554789
PHF19,2031.436047,0.494052474,0.080361925,6.14784268,7.85E-10,2.92E-09
FBXO7,2379.503662,0.494192346,0.077842458,6.348622062,2.17E-10,8.36E-10
BCKDHB,360.4676314,0.494635088,0.144683168,3.418746599,0.000629103,0.001424562
RGS20,507.5749697,0.495088363,0.131447085,3.766446116,0.000165588,0.000400999
KBTBD3,427.1095414,0.495200178,0.144224878,3.433528149,0.00059578,0.001352589
ATPSCKMT,776.4687697,0.495270341,0.105233149,4.70640995,2.52E-06,7.25E-06
LIX1L-AS1,1108.418228,0.495484162,0.099234383,4.993069416,5.94E-07,1.80E-06
SMIM29,508.6866288,0.495486221,0.137689948,3.59856495,0.000319978,0.000752093
C12orf4,467.924427,0.495526883,0.122779163,4.035920028,5.44E-05,0.000138952
GNAI3,2780.40602,0.496092344,0.077726556,6.382533458,1.74E-10,6.74E-10
TINF2,630.8753734,0.496581477,0.139199103,3.567418651,0.000360515,0.000841561
CHIC1,162.8394764,0.496726931,0.196584192,2.526789796,0.011511038,0.021664695
TOR1AIP1,1061.94155,0.496821579,0.098780507,5.029550809,4.92E-07,1.50E-06
BBIP1,651.7400049,0.497458584,0.119234008,4.172119952,3.02E-05,7.91E-05
SMARCD3,707.1042569,0.497728721,0.11852571,4.199331279,2.68E-05,7.05E-05
LOC105372860,188.9238027,0.498065341,0.196052297,2.540471852,0.0110703,0.020902312
VPS45,418.6480734,0.498145135,0.140053362,3.556823835,0.000375366,0.000873907
KIN,153.0816349,0.499529548,0.197215956,2.532906354,0.011312117,0.021315027
UBE2S,17825.53232,0.499628746,0.063845575,7.825581474,5.05E-15,2.56E-14
DNAJC8,2082.019925,0.500341851,0.090327059,5.539224421,3.04E-08,1.02E-07
RAD18,645.6301803,0.50042538,0.112439922,4.450602353,8.56E-06,2.35E-05
BAK1,1462.612004,0.500780379,0.102079368,4.905794267,9.31E-07,2.77E-06
SLC25A5,34063.58312,0.501554551,0.075366704,6.65485584,2.84E-11,1.15E-10
C19orf48,2864.157812,0.501999622,0.081452518,6.163095177,7.13E-10,2.66E-09
NRP1,603.3075198,0.502687064,0.125953581,3.991050183,6.58E-05,0.000166585
ABCB7,711.5141016,0.502687416,0.108747902,4.622502211,3.79E-06,1.08E-05
GDE1,2557.796268,0.502984582,0.083916002,5.993905428,2.05E-09,7.38E-09
VPS26A,3318.58747,0.503227849,0.078396022,6.419048233,1.37E-10,5.34E-10
GTF2IRD2B,227.382127,0.503679724,0.161585063,3.117118106,0.001826284,0.003884927
ATPAF2,648.8882468,0.503700566,0.108287329,4.65151897,3.29E-06,9.41E-06
ORAI1,711.494042,0.504274754,0.11143978,4.525087497,6.04E-06,1.68E-05
HMBS,1353.652057,0.504814079,0.098286817,5.136132148,2.80E-07,8.73E-07
THG1L,362.6733348,0.504888181,0.137333169,3.676374639,0.000236572,0.00056403
SPIN2B,170.3133977,0.504984347,0.198250847,2.547198941,0.010859151,0.020523834
PSG5,332.0686658,0.505120418,0.16182403,3.121417872,0.001799824,0.003831345
HSPA8,60313.57747,0.505641682,0.078980405,6.402115614,1.53E-10,5.95E-10
SSC4D,1785.941855,0.505684169,0.08028323,6.298752157,3.00E-10,1.14E-09
HIBCH,348.2320688,0.505991035,0.142712511,3.545526815,0.000391829,0.000910027
SPCS2,2396.847176,0.506090339,0.08212974,6.162083772,7.18E-10,2.68E-09
RSF1,388.0039457,0.506133187,0.13763644,3.677319658,0.000235698,0.000562047
ZNF706,1720.481995,0.506463118,0.087512887,5.787297594,7.15E-09,2.49E-08
LSM6,407.8864716,0.506550142,0.172171944,2.942117811,0.003259759,0.006697917
COA7,396.2950649,0.507009633,0.134077502,3.781466868,0.000155907,0.00037899
TINAGL1,864.0226975,0.507058116,0.124176807,4.083356052,4.44E-05,0.000114474
C1orf109,596.2994199,0.507184854,0.115310601,4.398423472,1.09E-05,2.96E-05
NELFE,2232.371061,0.507280817,0.087761808,5.780200169,7.46E-09,2.59E-08
PTGES,153.8006876,0.507291809,0.203847859,2.488580511,0.012825419,0.023937758
TMEM147,1713.996169,0.507478757,0.084291641,6.020511033,1.74E-09,6.29E-09
CCZ1,379.8686483,0.50753426,0.138500411,3.664496411,0.000247826,0.000589995
ABHD1,411.6083275,0.507673596,0.142077822,3.573207901,0.000352635,0.000823986
ALDH4A1,1617.575294,0.507682551,0.087352379,5.811891527,6.18E-09,2.16E-08
GNPAT,1905.048148,0.507743593,0.092976678,5.460978018,4.74E-08,1.57E-07
L2HGDH,781.4647418,0.50814382,0.11023025,4.609840028,4.03E-06,1.14E-05
SIGMAR1,1668.869706,0.508150949,0.080004738,6.351510718,2.13E-10,8.20E-10
GMPPA,854.3533801,0.508348103,0.113380821,4.483545778,7.34E-06,2.03E-05
FEZ1,4823.437264,0.508354306,0.071504239,7.10942896,1.17E-12,5.11E-12
PSMD6,6638.061831,0.50840762,0.077015973,6.601326996,4.07E-11,1.64E-10
CHMP4A,423.7422137,0.508929516,0.126929647,4.009540137,6.08E-05,0.000154491
RDH10,1692.619317,0.509567414,0.087011751,5.856305676,4.73E-09,1.67E-08
C22orf39,471.7557038,0.509680616,0.126837213,4.018383894,5.86E-05,0.000149058
ELMOD2,502.0879068,0.509706026,0.145721594,3.497807086,0.0004691,0.001078803
INTS5,1515.791375,0.510337013,0.094638948,5.392462893,6.95E-08,2.27E-07
SIAE,485.9096307,0.510704404,0.140689686,3.630006003,0.000283415,0.000669958
PGAM1,20682.38077,0.511326386,0.072862705,7.017669505,2.26E-12,9.75E-12
DYNLT3,1008.176999,0.511782375,0.093040028,5.500668769,3.78E-08,1.26E-07
RNF141,1195.908733,0.512007202,0.10736392,4.768894445,1.85E-06,5.39E-06
ACER3,1530.141618,0.512011376,0.101621986,5.038391732,4.69E-07,1.44E-06
AMIGO2,1217.284054,0.512122091,0.088449705,5.789980783,7.04E-09,2.45E-08
NDUFA10,1851.358263,0.512128577,0.082790026,6.18587286,6.18E-10,2.31E-09
STRADB,469.4235412,0.513127195,0.135790193,3.778823671,0.000157571,0.000382859
SLC39A3,829.3476572,0.513179937,0.109486641,4.687146592,2.77E-06,7.94E-06
MVB12A,631.1951196,0.513202741,0.109587139,4.683056299,2.83E-06,8.10E-06
MRPS35,2580.686278,0.514495693,0.083257754,6.179552836,6.43E-10,2.40E-09
SYNJ2BP,680.3681246,0.515094891,0.110929604,4.643439384,3.43E-06,9.77E-06
ABHD17A,2138.48565,0.515446955,0.079097788,6.516578651,7.19E-11,2.84E-10
GCDH,867.462814,0.515684623,0.117027401,4.406528895,1.05E-05,2.86E-05
DDAH2,268.4223378,0.515734429,0.157059234,3.283693774,0.001024562,0.002254955
SYBU,620.9545235,0.515824988,0.109428799,4.713795586,2.43E-06,7.00E-06
RAB23,476.1880413,0.515886806,0.134531623,3.834688031,0.000125724,0.000308893
RHNO1,1927.519604,0.516002218,0.078491725,6.573969616,4.90E-11,1.96E-10
SYT14,343.9990358,0.516077979,0.153091363,3.371045691,0.000748834,0.001679108
SPHK1,217.3210565,0.516331344,0.174574556,2.957655211,0.003099886,0.006393705
OSBPL9,1424.770624,0.517111877,0.088024733,5.874620207,4.24E-09,1.50E-08
RASSF7,491.9159854,0.517112,0.128330753,4.029525172,5.59E-05,0.000142567
ARL6,415.2437756,0.518242071,0.148747188,3.48404616,0.000493894,0.001132367
BEX3,3183.687909,0.518252458,0.08162685,6.349043938,2.17E-10,8.34E-10
PIAS2,814.2595469,0.518934242,0.098194505,5.284758456,1.26E-07,4.03E-07
RABGEF1,1147.995112,0.519231304,0.096733077,5.36767072,7.98E-08,2.59E-07
MRPS16,5325.606945,0.519380009,0.079838774,6.505360534,7.75E-11,3.06E-10
SEC23B,2206.132544,0.519457788,0.091216044,5.694807243,1.24E-08,4.25E-08
RAB34,4268.07601,0.519634414,0.077157156,6.734753363,1.64E-11,6.77E-11
SELENOH,2226.043965,0.520398354,0.099139881,5.249132327,1.53E-07,4.86E-07
PCGF1,282.0981949,0.520429478,0.15195376,3.424920047,0.00061498,0.001394528
LOC101930370,131.0563683,0.520703187,0.207689203,2.5071269,0.0121717,0.02279021
NAPG,1038.95528,0.520840407,0.114802296,4.536846611,5.71E-06,1.59E-05
PPOX,341.7418778,0.521109228,0.154409538,3.374851285,0.000738556,0.00165747
TIMM17B,1965.820286,0.521747042,0.084211038,6.195708499,5.80E-10,2.18E-09
C11orf54,680.7961188,0.521990946,0.119108964,4.382465669,1.17E-05,3.18E-05
PGGT1B,414.2555677,0.522285018,0.12643111,4.130985003,3.61E-05,9.40E-05
CXXC5,159.8274158,0.523171646,0.192691261,2.715077179,0.006626033,0.012969322
SIRT2,248.8461707,0.523285158,0.185060587,2.827642369,0.004689216,0.009410544
HIGD2A,1844.132732,0.523578937,0.088140632,5.940267577,2.85E-09,1.02E-08
ABHD5,537.7084247,0.523969322,0.146340449,3.580481854,0.000342961,0.000802626
RBBP9,910.9397614,0.524282379,0.097133369,5.397551656,6.76E-08,2.21E-07
SH3BGRL3,2246.939567,0.524344311,0.095321893,5.500775288,3.78E-08,1.26E-07
HMGN1,8414.481908,0.525009693,0.067069961,7.827791788,4.97E-15,2.52E-14
SAMM50,2701.994711,0.525056833,0.083404703,6.295290515,3.07E-10,1.17E-09
ZNF639,5920.758504,0.525099013,0.074763661,7.023452411,2.16E-12,9.37E-12
TACO1,1012.417207,0.525390523,0.09397919,5.590498534,2.26E-08,7.66E-08
HAS3,1497.183315,0.525560004,0.085209806,6.16783479,6.92E-10,2.59E-09
WDSUB1,163.4492822,0.525605135,0.2055542,2.557014821,0.010557472,0.019991264
SEC11C,294.7375547,0.525931969,0.159243864,3.302682789,0.000957647,0.002115626
NUDT16L1,818.3616823,0.52606956,0.115099329,4.570570191,4.86E-06,1.37E-05
TAF8,252.6566283,0.526116025,0.167716327,3.136939821,0.001707212,0.003647076
KLHL24,2281.135996,0.526506087,0.080004636,6.580944723,4.67E-11,1.87E-10
METTL5,2422.515494,0.526601076,0.085174874,6.182587073,6.31E-10,2.36E-09
HOXC13,546.6346208,0.526685912,0.132524015,3.974267695,7.06E-05,0.000178243
ATP5MC3,7766.768828,0.526752288,0.090707248,5.807168671,6.35E-09,2.22E-08
MRFAP1L1,1676.296879,0.527495318,0.093141605,5.663369413,1.48E-08,5.08E-08
TRIM13,357.5525969,0.527616885,0.162355072,3.249771496,0.001154978,0.002525915
URB1-AS1,193.6212812,0.528095661,0.187238818,2.820438974,0.004795799,0.009603432
FLYWCH2,381.9984526,0.52868158,0.140336007,3.767255412,0.000165052,0.000399793
FERMT2,383.7423352,0.528690412,0.1420653,3.721460563,0.000198074,0.000476389
RAD51,927.4060234,0.528846947,0.105720783,5.002298795,5.67E-07,1.72E-06
SERPINF1,143.453777,0.528889536,0.212626,2.487417045,0.012867446,0.024003458
TMEM39A,1494.396886,0.529007319,0.099200406,5.332713242,9.68E-08,3.13E-07
GABPA,1293.886106,0.529619008,0.106326489,4.981063648,6.32E-07,1.91E-06
AKAP10,831.5138772,0.53013093,0.11225565,4.722532276,2.33E-06,6.72E-06
ATG3,2030.1037,0.530272529,0.077919603,6.805380288,1.01E-11,4.20E-11
DR1,2189.830868,0.530436142,0.079335082,6.686022484,2.29E-11,9.37E-11
SETD4,265.649295,0.530614086,0.176860023,3.000192339,0.002698092,0.005616588
EIF1AD,628.8725456,0.530814961,0.10711257,4.955673833,7.21E-07,2.17E-06
DGUOK-AS1,682.2634393,0.530868443,0.111590312,4.75729868,1.96E-06,5.69E-06
LOC105376392,309.7272687,0.531068663,0.191343501,2.775472694,0.005512153,0.010916691
RHPN2,208.6901844,0.531197332,0.180491711,2.943056656,0.003249889,0.00668049
POLR3G,240.5599583,0.531305368,0.161922925,3.281223878,0.001033577,0.00227361
KIAA1328,277.9779348,0.531447969,0.158779291,3.347086177,0.000816658,0.001820548
COQ9,1601.168981,0.531730465,0.095307134,5.57912551,2.42E-08,8.16E-08
UTP25,345.0723178,0.532126915,0.138479338,3.842644842,0.000121716,0.000299498
SLC10A3,1113.332097,0.532219476,0.103306192,5.151864262,2.58E-07,8.05E-07
PUDP,766.5853172,0.532542014,0.105208495,5.061777728,4.15E-07,1.28E-06
TMX3,592.5851825,0.532653361,0.114744117,4.642097338,3.45E-06,9.83E-06
RTCB,4132.936616,0.533377565,0.076119875,7.007073613,2.43E-12,1.05E-11
NSG1,138.1380135,0.533681587,0.203620611,2.620960537,0.008768241,0.016797702
DDIT3,311.4322934,0.534633381,0.157905817,3.385773825,0.000709779,0.001596623
INTS8,1126.257369,0.534682339,0.107828451,4.958638774,7.10E-07,2.14E-06
MPPE1,231.188635,0.535279223,0.170743089,3.134997885,0.001718554,0.003669447
TAF10,1641.837382,0.535543623,0.085450851,6.267270801,3.67E-10,1.39E-09
UBE2L3,5849.880843,0.535604698,0.065968324,8.119119338,4.70E-16,2.50E-15
PSAT1,13454.63567,0.535873897,0.080511684,6.655852573,2.82E-11,1.14E-10
TAF1B,375.2224103,0.536336405,0.132993525,4.03280087,5.51E-05,0.000140707
PPP2R5C,3023.779969,0.536471463,0.079709731,6.73031333,1.69E-11,6.98E-11
KRT8,15884.89772,0.536654431,0.060615284,8.853450726,8.49E-19,5.21E-18
C17orf58,363.6913,0.536942311,0.133047201,4.035727976,5.44E-05,0.000139049
PDXP,1163.013098,0.537245869,0.095818405,5.606917258,2.06E-08,6.98E-08
MORF4L1,13490.10899,0.537328772,0.069735915,7.705194297,1.31E-14,6.48E-14
BAG2,1077.910639,0.537467017,0.106583723,5.04267444,4.59E-07,1.41E-06
FBXO28,1168.430182,0.537488258,0.101215379,5.310341813,1.09E-07,3.52E-07
DLG5-AS1,101.4257037,0.537804649,0.243302497,2.210436208,0.027074903,0.047456426
FSD1,577.8225444,0.537812749,0.121363637,4.431415901,9.36E-06,2.56E-05
PROSER2,359.2341204,0.539238868,0.174540778,3.089472129,0.002005125,0.004238868
OGFOD2,338.480516,0.539324341,0.145740822,3.700571555,0.000215114,0.000515668
TBCA,2211.588282,0.539943825,0.091604586,5.894288143,3.76E-09,1.33E-08
LNX1,211.917272,0.540058143,0.187825877,2.875312771,0.004036274,0.008175616
SPATA7,112.3340865,0.540072318,0.23357253,2.312225326,0.020765269,0.037260582
RAB22A,1205.783495,0.540336627,0.086601881,6.239317472,4.39E-10,1.66E-09
SFXN4,996.8219067,0.540919206,0.107940895,5.011253642,5.41E-07,1.64E-06
NDUFS4,1024.783506,0.541510201,0.104746647,5.169713929,2.34E-07,7.34E-07
FAAP20,1376.848976,0.541584474,0.095397391,5.677141335,1.37E-08,4.70E-08
UBXN7-AS1,93.97075344,0.541933991,0.239995488,2.258100753,0.023939379,0.042425743
PTGER4,431.6925916,0.542023134,0.12551906,4.318253603,1.57E-05,4.23E-05
ACTG1,51176.84018,0.542187374,0.07333898,7.392894977,1.44E-13,6.68E-13
LOXL3,252.991033,0.542454348,0.165158239,3.284452242,0.001021808,0.002249364
NT5DC3,208.5716619,0.543454408,0.167948254,3.235844344,0.001212835,0.002645866
EXOSC7,741.4823997,0.543483418,0.119694825,4.540575738,5.61E-06,1.57E-05
MTF2,396.1879844,0.543957762,0.145298392,3.74372872,0.000181309,0.000437665
MED29,982.989671,0.544285783,0.104362416,5.215342853,1.83E-07,5.80E-07
CCNA2,5278.047744,0.544423347,0.076006727,7.162831048,7.90E-13,3.52E-12
EBNA1BP2,7459.683553,0.545352582,0.070854729,7.696770373,1.40E-14,6.91E-14
HHLA3,185.6484778,0.545676284,0.183671267,2.970939831,0.002968899,0.006139741
PIGB,488.8538535,0.545975143,0.121924428,4.477979953,7.54E-06,2.08E-05
BCS1L,573.678776,0.546001266,0.119988756,4.55043691,5.35E-06,1.50E-05
ILVBL,1979.564991,0.546012629,0.107979575,5.056628781,4.27E-07,1.31E-06
PSEN1,1461.149985,0.546068784,0.103742685,5.263684677,1.41E-07,4.50E-07
NPM1,43682.20384,0.546504207,0.068299843,8.001544097,1.23E-15,6.39E-15
TMEM218,1215.71383,0.546725252,0.098306279,5.561447915,2.68E-08,9.00E-08
MPV17L2,627.8109279,0.546820076,0.110807127,4.934881809,8.02E-07,2.40E-06
HECTD2-AS1,390.5464606,0.547049012,0.140531516,3.892714096,9.91E-05,0.00024709
GATA6,235.9609148,0.547268578,0.179810123,3.043591581,0.002337723,0.004905614
COG5,1099.432336,0.547813426,0.100491643,5.451333188,5.00E-08,1.65E-07
EEF1AKMT2,528.1716763,0.547945791,0.113352101,4.834015312,1.34E-06,3.93E-06
EED,610.5002712,0.547963683,0.122885217,4.459150544,8.23E-06,2.26E-05
FAM89B,1190.634433,0.548263913,0.095515767,5.740035716,9.47E-09,3.27E-08
TMED3,3878.639077,0.549296174,0.088112386,6.234040398,4.55E-10,1.71E-09
ASAH1,1445.068097,0.549698157,0.094035109,5.845669403,5.05E-09,1.77E-08
TMEM242,367.8615201,0.549942964,0.131663644,4.176877898,2.96E-05,7.76E-05
PDLIM2,1061.639434,0.550419131,0.108404913,5.07743716,3.83E-07,1.18E-06
MCOLN2,155.0853917,0.551140067,0.199028866,2.769146402,0.005620337,0.011112174
DCTD,2374.670607,0.551239812,0.077485525,7.114100471,1.13E-12,4.95E-12
TMEM192,473.7287662,0.551307911,0.131307247,4.198609933,2.69E-05,7.08E-05
LOC102724146,1658.886053,0.551450358,0.090233443,6.11137445,9.88E-10,3.64E-09
LTO1,319.35803,0.551584659,0.180112924,3.062437982,0.00219542,0.004620783
LOC102723885,991.7917351,0.551773866,0.121425105,4.544149782,5.52E-06,1.54E-05
ZUP1,177.9939439,0.551884081,0.187250472,2.947304086,0.003205578,0.006597876
OAZ2,2546.11998,0.552291326,0.080493566,6.861310219,6.82E-12,2.87E-11
RALA,2420.058594,0.552864737,0.077267826,7.155173976,8.36E-13,3.72E-12
MTO1,294.877207,0.553179515,0.145707093,3.796517401,0.000146743,0.000357869
TRAPPC6B,461.1953045,0.553201961,0.120878851,4.576499157,4.73E-06,1.33E-05
ZNF140,314.4967554,0.553718087,0.171287762,3.232677454,0.001226359,0.002671779
SLC30A7,496.1957601,0.554011154,0.141044583,3.927915148,8.57E-05,0.000214927
KCNMB4,468.780781,0.55569202,0.120805076,4.599906225,4.23E-06,1.20E-05
CACNG6,139.1769157,0.556083647,0.207737013,2.676863594,0.007431488,0.014418796
CLEC2L,148.2892758,0.556212329,0.219222589,2.537203538,0.011174197,0.021075851
TMEM62,421.9222449,0.556738131,0.159368793,3.493394914,0.000476921,0.001095474
RAD51B,172.7003972,0.557178207,0.192365136,2.896461491,0.00377397,0.007678954
PEX11B,492.1699072,0.559057163,0.122791341,4.552903819,5.29E-06,1.48E-05
ABHD16A,372.4530591,0.559202589,0.134834827,4.147315648,3.36E-05,8.78E-05
TMEM167B,653.349746,0.559342853,0.121612918,4.599370374,4.24E-06,1.20E-05
ARNTL,171.7688644,0.559628856,0.195260163,2.866067754,0.004156053,0.008404516
LOC105370115,438.4397428,0.560853589,0.154035657,3.64106338,0.000271514,0.000643413
XK,136.318876,0.56099681,0.201100722,2.789631009,0.005276814,0.010488241
MRPL23,537.0718953,0.561194503,0.145542143,3.855890061,0.000115309,0.000284764
LRRC42,2049.646134,0.561590871,0.084614211,6.637075045,3.20E-11,1.29E-10
COPZ1,5943.487941,0.561979397,0.070776575,7.940189166,2.02E-15,1.04E-14
COQ5,1566.075662,0.562196727,0.092533039,6.075632376,1.24E-09,4.52E-09
BCL7B,1533.159911,0.56238584,0.088419105,6.360456179,2.01E-10,7.75E-10
SHQ1,909.5684578,0.562557854,0.09674517,5.814841728,6.07E-09,2.13E-08
NDUFS8,4036.674492,0.562887379,0.071456116,7.877385591,3.34E-15,1.71E-14
DAP3,2616.158507,0.563085199,0.081942972,6.87167166,6.35E-12,2.67E-11
TBCEL,454.214926,0.563132073,0.126089317,4.466136285,7.96E-06,2.19E-05
DUSP12,554.9408917,0.563154501,0.117594828,4.788939374,1.68E-06,4.89E-06
RRN3,1137.916593,0.563369671,0.090021804,6.258146859,3.90E-10,1.47E-09
ABL2,251.9837249,0.563761147,0.180018523,3.131684104,0.001738068,0.003709988
PRKCI,1487.651449,0.564058771,0.089181062,6.324871657,2.53E-10,9.71E-10
ADAT2,114.7427159,0.564281047,0.220830944,2.555262583,0.010610772,0.02008318
NDUFAF1,614.9240026,0.564515757,0.119427298,4.726856961,2.28E-06,6.58E-06
PRR34-AS1,221.5164635,0.564928134,0.196101032,2.880801438,0.003966654,0.008042319
MED10,1619.818404,0.564957809,0.08371261,6.748777864,1.49E-11,6.16E-11
SLC1A3,145.0529156,0.565129594,0.211175153,2.676117839,0.007448045,0.014445283
KLHDC2,1309.512961,0.566636825,0.095023539,5.963120645,2.47E-09,8.87E-09
ERGIC2,1386.362356,0.566809078,0.093756887,6.045519373,1.49E-09,5.42E-09
KCMF1,3233.246728,0.56686329,0.082402342,6.879213311,6.02E-12,2.54E-11
