GeneName,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
HACD1,492.6196994,1.629069734,0.148622656,10.96111307,5.88E-28,5.52E-27
MATN3,460.480515,1.62994663,0.127809126,12.75297528,3.00E-37,4.06E-36
UQCRHL,417.1759983,1.630190636,0.14617515,11.15231033,6.98E-29,6.80E-28
RPS18,71878.08175,1.632602507,0.093222896,17.51289206,1.14E-68,4.61E-67
HERC4,1090.160532,1.633005785,0.09403414,17.36609472,1.49E-67,5.87E-66
PCLAF,9206.912708,1.633069621,0.073079402,22.34651036,1.31E-110,1.77E-108
PSMA5,7803.508615,1.633593835,0.084372405,19.36170749,1.62E-83,1.03E-81
GAS5,2119.477505,1.633631129,0.111011937,14.71581505,5.10E-49,1.09E-47
MRPL32,3405.431209,1.634458296,0.085274937,19.16692467,6.99E-82,4.20E-80
MALSU1,2866.320828,1.635415343,0.084253064,19.41075211,6.26E-84,4.02E-82
TMEM44-AS1,301.2599333,1.635609378,0.161873727,10.10423004,5.29E-24,4.16E-23
TMEM50B,2743.615043,1.636657889,0.08345247,19.61185679,1.22E-85,8.36E-84
H3P6,1370.397008,1.636996788,0.092873162,17.62615541,1.55E-69,6.46E-68
C7orf69,15.47090071,1.63732222,0.611292066,2.67846143,0.007396125,0.014359426
MRPS18C,1797.999124,1.637380684,0.090426094,18.10739139,2.79E-73,1.29E-71
POMP,6446.348584,1.637716496,0.08522068,19.21736019,2.65E-82,1.62E-80
LOC100507507,84.97830965,1.638442464,0.279259521,5.867096166,4.43E-09,1.56E-08
C4orf46,2431.329091,1.638829725,0.079560632,20.59850071,2.83E-94,2.48E-92
ARF4,11423.62672,1.639746393,0.06388727,25.66624607,2.79E-145,1.01E-142
PMS2P2,20.89766062,1.639746941,0.613545941,2.67257402,0.007527177,0.014584337
IL23A,11.41194202,1.639972615,0.724103322,2.264832332,0.023522971,0.041768466
SNRPD2,8499.863237,1.64013829,0.094903364,17.28219342,6.41E-67,2.48E-65
CHKB-DT,109.7927778,1.641574305,0.277587215,5.913724474,3.34E-09,1.19E-08
PELI1,257.7422771,1.64224323,0.164635849,9.975003853,1.96E-23,1.51E-22
CFL2,3303.340821,1.643262578,0.080469369,20.42097001,1.09E-92,9.12E-91
EOMES,18.3762047,1.643502524,0.564675887,2.910523653,0.003608237,0.00736446
MRPL50,2038.721004,1.643738624,0.085331215,19.26304014,1.10E-82,6.85E-81
LOC102724527,20.85387003,1.643883591,0.546683854,3.007009592,0.002638314,0.005502465
MED20,1647.845904,1.644605074,0.088905852,18.49827706,2.13E-76,1.11E-74
LOC107985152,63.02397585,1.64478088,0.305276858,5.38783349,7.13E-08,2.33E-07
KLRG1,10.85097203,1.645041851,0.731205065,2.249768128,0.024463668,0.043245928
ELOB,6100.824055,1.645472438,0.087275911,18.85368398,2.74E-79,1.56E-77
MRPL51,7372.793717,1.646309436,0.089779742,18.33720392,4.18E-75,2.10E-73
PON2,1614.702701,1.646630398,0.084133476,19.5716434,2.70E-85,1.82E-83
TATDN1,10613.19011,1.646839927,0.092579126,17.7884584,8.68E-71,3.76E-69
POLR2J4,449.1538387,1.64760891,0.135332611,12.17451501,4.25E-34,5.12E-33
LOC100130701,16.53242959,1.648432513,0.575990559,2.86190891,0.004210979,0.008509065
POT1-AS1,11.95925566,1.648827868,0.740235812,2.227435962,0.025918151,0.045610758
LOC284930,36.94271724,1.649181208,0.476674731,3.459762182,0.000540653,0.001233806
LINC02120,11.1446848,1.651078947,0.726208047,2.273561899,0.02299234,0.04090198
PROS1,58.40786716,1.651215148,0.37548391,4.397565658,1.09E-05,2.97E-05
GPN3,2202.230547,1.652521225,0.082955106,19.92066921,2.69E-88,1.95E-86
UROD,3398.954901,1.653947666,0.097533284,16.95777688,1.69E-64,5.92E-63
BATF2,14.08332046,1.6541462,0.645246339,2.563588664,0.010359624,0.019632483
IL15RA,29.26290276,1.655187081,0.452954083,3.654205015,0.00025798,0.000612924
ESAM,16.46248422,1.655668937,0.63678944,2.600025744,0.009321677,0.017790103
DNAH6,17.12779075,1.655929043,0.57111106,2.899486912,0.003737739,0.007613312
SCO2,1386.975824,1.656735986,0.114438831,14.47704398,1.69E-47,3.36E-46
SH3TC2,80.30282949,1.656967333,0.293481004,5.645909992,1.64E-08,5.61E-08
DAD1,5282.867996,1.65744986,0.086141442,19.2410275,1.68E-82,1.03E-80
LINC02036,11.2142517,1.657618946,0.721487942,2.297500553,0.021590232,0.038606261
BUD31,6484.799958,1.657907917,0.086122514,19.25057502,1.40E-82,8.61E-81
ATOX1,1267.04725,1.657919869,0.090629018,18.2934771,9.33E-75,4.60E-73
LOC107984461,146.5847505,1.658287239,0.206150513,8.044060678,8.69E-16,4.56E-15
HSCB,1255.818436,1.658290373,0.109036546,15.20857398,3.10E-52,7.38E-51
LINC02447,13.66882289,1.659122881,0.708494589,2.341758013,0.019193155,0.034663662
ACKR3,67.16441398,1.659482953,0.313495462,5.293483179,1.20E-07,3.85E-07
LOC105378542,14.45398414,1.660483103,0.644171414,2.577703803,0.009945921,0.018904507
CDKN2B-AS1,25.03273964,1.661279113,0.530619982,3.130826524,0.001743151,0.003719709
COQ6,1236.502579,1.661479926,0.100595615,16.51642488,2.79E-61,8.88E-60
TSPAN6,2142.4377,1.66233075,0.092842402,17.90486582,1.08E-71,4.82E-70
BCL10,822.8186683,1.66398094,0.119969207,13.87006699,9.62E-44,1.63E-42
TBPL1,1193.289599,1.664754793,0.104220238,15.97343115,1.96E-57,5.59E-56
KCNJ15,233.6078269,1.664789787,0.192871506,8.631600499,6.05E-18,3.54E-17
PSCA,27.95232919,1.665036154,0.498960053,3.337012942,0.00084684,0.001883255
LOC107985184,77.99829267,1.665381705,0.318667859,5.226073665,1.73E-07,5.48E-07
HOXA-AS2,31.54783284,1.665688913,0.437448227,3.807739547,0.000140243,0.000342928
LOC105379271,68.28021975,1.667842643,0.304854895,5.470939356,4.48E-08,1.48E-07
NENF,4074.652951,1.668193797,0.085672365,19.47178414,1.91E-84,1.25E-82
GIMAP2,17.09207391,1.668397464,0.597131997,2.794017858,0.00520576,0.010356548
ACOT8,904.1921591,1.672152734,0.123973047,13.48803449,1.84E-41,2.87E-40
LINC02298,226.7473787,1.67273005,0.184283384,9.076944525,1.12E-19,7.21E-19
LOC112268444,444.3814234,1.673816682,0.125718273,13.31402865,1.92E-40,2.89E-39
SRP14,12575.52758,1.674836049,0.067170527,24.93409136,3.18E-137,9.44E-135
NSUN5P2,208.4432038,1.67535318,0.181767036,9.217035284,3.05E-20,2.03E-19
LCA5L,38.3078163,1.675685074,0.402046469,4.167889049,3.07E-05,8.06E-05
LOC105376652,60.85289027,1.676844649,0.31861229,5.262962867,1.42E-07,4.52E-07
TUBB2A,1233.315019,1.676881884,0.105777401,15.85293141,1.34E-56,3.72E-55
LOC105373233,96.49555454,1.677108867,0.248687061,6.743852528,1.54E-11,6.37E-11
TM2D1,537.7638929,1.677399875,0.127931372,13.1117165,2.82E-39,4.04E-38
PTRH2,1106.887905,1.677418821,0.108944486,15.39700526,1.71E-53,4.30E-52
VSIR,719.6880801,1.678222858,0.114169324,14.69942015,6.50E-49,1.38E-47
USP2-AS1,19.22646658,1.679565909,0.589967326,2.846879539,0.004415007,0.008898332
ING4,484.0048919,1.680240012,0.140907568,11.92441283,8.83E-33,1.01E-31
UQCRH,17204.1449,1.680663984,0.080185333,20.95974319,1.53E-97,1.50E-95
OIP5,1654.200174,1.680828639,0.1045921,16.07032119,4.12E-58,1.21E-56
FHL2,2533.428598,1.681338273,0.074010284,22.71763029,3.00E-114,4.55E-112
C12orf75,4335.875618,1.681583238,0.074305388,22.63070402,2.16E-113,3.21E-111
NOP10,4496.174646,1.681606535,0.074564023,22.55251879,1.27E-112,1.81E-110
CENPK,864.733718,1.682558825,0.107978712,15.58231989,9.60E-55,2.50E-53
LOC107985017,997.4559145,1.682575064,0.105643063,15.92698111,4.12E-57,1.16E-55
MMADHC,7194.703424,1.682730699,0.08975315,18.74843055,1.99E-78,1.11E-76
LOC105370338,14.50045783,1.683053839,0.623275772,2.700335733,0.006926953,0.013511946
ROCK1P1,61.73277834,1.683064553,0.328587431,5.122120915,3.02E-07,9.37E-07
IGFL4,51.89834789,1.683101244,0.377748774,4.455610078,8.37E-06,2.30E-05
ZCWPW2,12.26630359,1.683103438,0.6656088,2.528667648,0.011449639,0.021552983
STYXL1,1435.456073,1.684621408,0.095888954,17.56846166,4.30E-69,1.77E-67
PPP1R2,3936.658418,1.684748961,0.083751333,20.11608537,5.34E-90,4.11E-88
VAMP8,2500.000394,1.684763474,0.092794087,18.15593572,1.15E-73,5.46E-72
ZFAND2A,1612.569014,1.684856136,0.097147068,17.34335549,2.21E-67,8.64E-66
PHYH,1317.445907,1.685173828,0.099869113,16.87382386,7.01E-64,2.41E-62
H2BU1,13.31527228,1.685338045,0.638135791,2.641033567,0.008265353,0.015893461
SUGT1P1,67.67601198,1.685377879,0.343104086,4.912147496,9.01E-07,2.69E-06
LOC105374367,21.56543472,1.688347252,0.532352162,3.171485669,0.001516614,0.003262033
LSM1,2267.412312,1.689509628,0.089318629,18.91553471,8.50E-80,4.91E-78
PDE6D,807.498595,1.690860413,0.116039867,14.57137491,4.27E-48,8.74E-47
TMEM267,1678.029239,1.69086912,0.106196385,15.92209677,4.45E-57,1.25E-55
RNF149,1679.866859,1.691165945,0.098243585,17.21400883,2.08E-66,7.88E-65
LOC105378235,24.98803144,1.691520225,0.517641673,3.267743525,0.001084086,0.002380498
ACBD7,183.4142119,1.692062612,0.196012822,8.63240778,6.01E-18,3.51E-17
CHODL,32.25132377,1.692904051,0.426858681,3.965959051,7.31E-05,0.000184326
LYPLAL1,1035.483067,1.693478284,0.105925028,15.98751786,1.56E-57,4.47E-56
UBL5,4411.02888,1.69417669,0.112148419,15.10655881,1.47E-51,3.42E-50
FUNDC2,2767.728004,1.69541734,0.093095098,18.21167152,4.17E-74,2.00E-72
CDK15,81.13545873,1.696619826,0.324060707,5.235499974,1.65E-07,5.22E-07
XRCC4,799.1347895,1.697713826,0.113582947,14.94690773,1.63E-50,3.67E-49
SLC25A33,1972.110679,1.697943879,0.092993264,18.25878346,1.76E-74,8.57E-73
MDH1,11125.07695,1.698018289,0.08153824,20.82480918,2.58E-96,2.44E-94
KCCAT333,20.66957229,1.698219765,0.512387309,3.314328309,0.000918636,0.002033915
ZMAT5,910.3476453,1.698437072,0.110735508,15.33778196,4.28E-53,1.06E-51
LINC02783,12.03929804,1.698502044,0.731392659,2.322284787,0.020217606,0.036348968
CFAP43,47.88462062,1.698944705,0.37055102,4.58491439,4.54E-06,1.28E-05
C1GALT1C1,953.9345353,1.69901064,0.119472101,14.2209824,6.79E-46,1.26E-44
LOC105376335,38.3408182,1.700016041,0.442393753,3.842766837,0.000121655,0.000299384
RNFT1,286.7457184,1.700321186,0.185352293,9.173456439,4.58E-20,3.02E-19
LOC101930071,32.84049284,1.701268043,0.460239304,3.696485778,0.000218604,0.0005235
PET100,1149.609499,1.70139127,0.142719367,11.92123613,9.17E-33,1.05E-31
GDF15,1162.851455,1.701831702,0.121224697,14.03865502,9.04E-45,1.60E-43
LOC107985227,22.39403079,1.701989639,0.577476711,2.947287061,0.003205755,0.006597876
DEPDC7,359.7643457,1.702325741,0.140008139,12.15876272,5.15E-34,6.17E-33
TPMT,3643.526413,1.702559294,0.080446007,21.16399999,2.05E-99,2.11E-97
GPRC5B,99.0351845,1.702619509,0.256828122,6.629412298,3.37E-11,1.36E-10
RNASEH2C,3799.255419,1.703006953,0.105213929,16.18613588,6.32E-59,1.89E-57
LOC102723675,16.65984162,1.703235233,0.584165203,2.915673897,0.003549213,0.007251708
NALT1,22.77298091,1.703436607,0.537059877,3.171781547,0.001515069,0.003259376
GTF2A2,7269.941409,1.704341881,0.076457981,22.2912226,4.50E-110,5.89E-108
TMEM139,131.5546247,1.705409965,0.218154476,7.817442027,5.39E-15,2.73E-14
CLDN12,1007.731061,1.705532246,0.110612563,15.4189741,1.22E-53,3.07E-52
MAP1LC3B2,28.96427264,1.705719953,0.440768275,3.869879135,0.000108889,0.000269731
MGLL,86.44579988,1.706317605,0.284374486,6.000248586,1.97E-09,7.11E-09
COX4I1,20928.05361,1.708749807,0.075692765,22.57481022,7.66E-113,1.12E-110
DDX39B-AS1,14.10534337,1.709198062,0.697263244,2.451295226,0.014234315,0.026366785
TNFSF4,38.40679046,1.709493331,0.419245208,4.077550081,4.55E-05,0.000117226
SDHC,6893.626578,1.710013575,0.083750992,20.41783064,1.16E-92,9.68E-91
RYR2,2723.645422,1.710208933,0.076424263,22.3778269,6.47E-111,8.81E-109
MIRLET7BHG,43.91345056,1.710498488,0.371349491,4.60616893,4.10E-06,1.16E-05
LOC105371427,13.88212565,1.710704286,0.662600916,2.581801873,0.009828599,0.018691613
LOC112268259,42.33874459,1.710817375,0.418156441,4.091333305,4.29E-05,0.000110823
SMAGP,293.0827135,1.71094476,0.150275922,11.38535526,4.95E-30,5.06E-29
SNAP23,5821.133154,1.711143629,0.074112619,23.0884247,6.05E-118,1.03E-115
SH3TC1,30.12574392,1.711505148,0.46037455,3.717636324,0.000201095,0.00048327
TRAPPC4,2973.531269,1.7117586,0.084759656,20.19544062,1.07E-90,8.39E-89
GSKIP,1872.577446,1.714837824,0.101375587,16.91568819,3.45E-64,1.20E-62
LOC102723672,14.78516271,1.715383743,0.651326298,2.633678003,0.008446555,0.01621677
MAFF,302.1892181,1.715491115,0.147673154,11.61681096,3.39E-31,3.64E-30
RAB6B,240.1447714,1.716237891,0.18846427,9.106436411,8.51E-20,5.54E-19
CYP19A1,93.71632395,1.716289462,0.272435246,6.299806981,2.98E-10,1.14E-09
LINC01451,218.6508282,1.716393847,0.177029734,9.695511619,3.15E-22,2.30E-21
LOC105372899,21.31761697,1.717147335,0.528130855,3.251367195,0.001148514,0.002513343
LOC105370489,64.09636594,1.717558766,0.31615255,5.432689897,5.55E-08,1.83E-07
SGK1,2627.396094,1.71779107,0.073719122,23.30183839,4.25E-120,8.07E-118
CABP7,391.584623,1.719466222,0.140828127,12.209679,2.76E-34,3.36E-33
GJB5,683.6782236,1.721763346,0.115580769,14.89662481,3.47E-50,7.68E-49
IKZF1,11.85152526,1.722498655,0.694553044,2.480010232,0.013137861,0.024468962
IL1B,104.7672427,1.722886069,0.240916489,7.151382945,8.59E-13,3.81E-12
CENPW,1207.006932,1.723819126,0.104684156,16.46685796,6.35E-61,2.01E-59
LOC102725228,12.37377202,1.724083796,0.708374995,2.433857503,0.014938875,0.027560572
ALOX5AP,28.18995767,1.724447771,0.50599693,3.408020226,0.00065436,0.001478266
MTFR2,654.0242397,1.724912672,0.12367055,13.94764288,3.25E-44,5.61E-43
TSC22D1,3126.755981,1.725251741,0.08036251,21.46836556,3.08E-102,3.53E-100
HYDIN,12.29535789,1.725436743,0.694556771,2.484227087,0.012983298,0.024198889
LACC1,26.10235403,1.7263634,0.542761184,3.18070535,0.00146917,0.00316709
DUSP5,446.5781284,1.726798337,0.128159223,13.47385144,2.23E-41,3.46E-40
CDA,1122.955672,1.726832316,0.096231776,17.94451259,5.30E-72,2.37E-70
PMAIP1,672.2886636,1.728988696,0.1200029,14.40789096,4.62E-47,9.04E-46
INO80C,174.3835817,1.729027827,0.186509296,9.270464599,1.85E-20,1.25E-19
IMPA1,920.7385373,1.72912445,0.115495624,14.97134173,1.13E-50,2.55E-49
ST3GAL5,100.8843385,1.72928208,0.248887929,6.948035148,3.70E-12,1.58E-11
OSER1,2890.143344,1.729360359,0.094371346,18.32505772,5.22E-75,2.60E-73
HSD11B1L,37.08120626,1.729393064,0.414249834,4.174758617,2.98E-05,7.82E-05
TAF1A-AS1,40.80858989,1.730675605,0.417137769,4.14893048,3.34E-05,8.72E-05
C19orf33,4541.107375,1.730711406,0.093142033,18.58142177,4.54E-77,2.42E-75
APLF,55.78250553,1.7307826,0.353184669,4.900503197,9.56E-07,2.84E-06
GDA,31.05038574,1.73126166,0.506246825,3.419797569,0.000626678,0.001419375
LOC105370047,63.08281016,1.732425953,0.313020458,5.534545457,3.12E-08,1.05E-07
HMGN2P46,24.10210791,1.732934052,0.530856188,3.264413396,0.00109691,0.002406905
MPV17,2095.971376,1.734580201,0.086466529,20.06071279,1.63E-89,1.24E-87
CFLAR,93.02961771,1.735869589,0.275565536,6.29929858,2.99E-10,1.14E-09
MMADHC-DT,1159.022694,1.736296453,0.114081065,15.21984789,2.61E-52,6.23E-51
ENPP5,144.2582228,1.737604222,0.208250202,8.343829688,7.19E-17,3.99E-16
C8orf76,95.93361991,1.737718973,0.309034204,5.623063562,1.88E-08,6.37E-08
GLRX2,607.9392133,1.738202375,0.111217839,15.62880907,4.63E-55,1.22E-53
COA3,2030.013637,1.739258891,0.096590933,18.00644054,1.73E-72,7.85E-71
RPS10,99.71277832,1.739281445,0.272192514,6.389894498,1.66E-10,6.44E-10
APOLD1,161.6422684,1.739617815,0.234240477,7.42663197,1.11E-13,5.22E-13
HMGCL,590.3787006,1.740207575,0.12572588,13.84128372,1.44E-43,2.42E-42
TEFM,505.2764421,1.740531573,0.128857574,13.507406,1.41E-41,2.22E-40
GUK1,6725.208961,1.741271933,0.08503962,20.47600781,3.52E-93,3.00E-91
TMCO1-AS1,22.91862605,1.741886777,0.735413138,2.36858262,0.017856392,0.032443801
SKP1,21078.31961,1.74356705,0.070284353,24.80732857,7.47E-136,2.13E-133
SMILR,26.41073243,1.743641269,0.470771118,3.703798304,0.000212395,0.000509497
HYKK,171.265657,1.744239319,0.201422807,8.659591955,4.73E-18,2.78E-17
POLR2H,6804.963972,1.744370178,0.076402352,22.83136737,2.24E-115,3.50E-113
TMEM171,34.21396987,1.744980421,0.414392408,4.210937237,2.54E-05,6.71E-05
DECR2,266.66239,1.746505082,0.158045181,11.05066964,2.18E-28,2.07E-27
SLC12A9-AS1,23.99399619,1.74726832,0.507451009,3.443225629,0.00057482,0.001307394
FTCDNL1,42.26560283,1.747901666,0.394332008,4.432563503,9.31E-06,2.55E-05
LOC105375431,49.67477736,1.749187528,0.337183059,5.187649496,2.13E-07,6.68E-07
CC2D2B,42.41903588,1.751472564,0.37587476,4.6597238,3.17E-06,9.05E-06
PEX3,590.4532609,1.752161504,0.133382139,13.1364028,2.04E-39,2.93E-38
PADI1,213.2741823,1.753213711,0.192113427,9.12593014,7.11E-20,4.64E-19
COX16,34.59517022,1.753957237,0.455638821,3.849446438,0.000118385,0.000291882
POC1B,1237.159365,1.754605265,0.113610308,15.44406755,8.27E-54,2.09E-52
SELENOT,5882.92541,1.754900147,0.094797333,18.51212571,1.65E-76,8.70E-75
STAC,19.73901119,1.754909146,0.545586317,3.216556372,0.00129739,0.002817801
MOCS2,1952.018071,1.756936211,0.08693143,20.21059829,7.90E-91,6.24E-89
LOC100289361,56.27185126,1.759055244,0.336243218,5.23149658,1.68E-07,5.33E-07
TFEC,74.24191894,1.760420582,0.290082902,6.068680958,1.29E-09,4.71E-09
BRK1,5786.41816,1.761652866,0.077509958,22.72808434,2.36E-114,3.61E-112
TMEM74B,32.15390232,1.761716618,0.527531354,3.339548647,0.000839147,0.001867524
COMMD6,1885.097857,1.762299091,0.103604354,17.0098941,6.94E-65,2.48E-63
APH1B,417.2085879,1.763373933,0.147947407,11.91892425,9.43E-33,1.08E-31
GTF2H5,1233.330762,1.763656904,0.110677517,15.93509643,3.62E-57,1.02E-55
ZNHIT1,3285.054907,1.763736164,0.094554003,18.65321509,1.19E-77,6.48E-76
LURAP1L-AS1,10.8163189,1.763834477,0.750460592,2.350335909,0.018756476,0.033936
HDAC2-AS2,17.89000803,1.763905975,0.58376719,3.021591493,0.002514496,0.005257221
SCAMP1-AS1,200.870491,1.76559061,0.217171216,8.129947614,4.29E-16,2.29E-15
CDH23,33.46941832,1.766069817,0.466000435,3.789845852,0.000150741,0.000367024
LOC105379280,88.08120092,1.766311734,0.261868117,6.745043098,1.53E-11,6.32E-11
CLIC2,68.91982368,1.76717204,0.30505797,5.792905664,6.92E-09,2.41E-08
FMO4,53.49665287,1.768883875,0.356772022,4.95802295,7.12E-07,2.14E-06
MRPL14,2070.668765,1.769181745,0.104592374,16.91501668,3.49E-64,1.21E-62
SAT1,4800.540468,1.770017212,0.069213602,25.57325668,3.03E-144,1.06E-141
OCIAD2,3868.015844,1.770058215,0.102041516,17.34645148,2.10E-67,8.20E-66
LOC107985034,4462.424039,1.771512208,0.071645711,24.72600517,5.62E-135,1.58E-132
S100A6,21360.32618,1.772742665,0.090582524,19.57047116,2.76E-85,1.86E-83
FAM157B,11.07543999,1.772855547,0.798704634,2.219663528,0.026441616,0.046442862
UFC1,1763.697704,1.77399451,0.106260329,16.69479602,1.43E-62,4.71E-61
IFIT1,336.0094018,1.77445523,0.154035864,11.51975384,1.05E-30,1.11E-29
CT75,12.73399555,1.77516624,0.742113785,2.392040513,0.016754993,0.030613989
NDUFB5,43746.65167,1.775250147,0.082265137,21.57961699,2.79E-103,3.33E-101
RPL39,26138.05148,1.77527796,0.097295907,18.24617316,2.22E-74,1.07E-72
DAPL1,191.1687403,1.776009418,0.194474448,9.132353578,6.70E-20,4.38E-19
EMC7,2294.702391,1.776483719,0.088728891,20.02147996,3.58E-89,2.71E-87
DEPDC1-AS1,59.18765493,1.776756515,0.32187089,5.520090733,3.39E-08,1.13E-07
LPAR6,204.4712496,1.777042633,0.20042684,8.866290738,7.56E-19,4.66E-18
RILP,390.6411619,1.777592601,0.156366072,11.36814768,6.03E-30,6.14E-29
GNG10,12.61090644,1.778018561,0.687976344,2.584418168,0.009754345,0.018558763
TMEM99,627.1882104,1.779499002,0.12236822,14.54216633,6.55E-48,1.33E-46
HBEGF,61.23962892,1.780909146,0.312029414,5.707504061,1.15E-08,3.95E-08
LRRC17,400.5456927,1.781401814,0.14443366,12.33370263,5.96E-35,7.47E-34
FBXO32,252.0072393,1.782589883,0.176706228,10.08787242,6.25E-24,4.89E-23
ATXN2-AS,18.50581572,1.78305573,0.63213446,2.8206906,0.00479204,0.009596814
RPL26L1,3077.466176,1.784957465,0.092554967,19.28537744,7.13E-83,4.48E-81
ADI1,10980.66804,1.785246391,0.08158109,21.88309078,3.76E-106,4.67E-104
RP2,2722.849145,1.785279182,0.086124591,20.72902934,1.90E-95,1.75E-93
DDC,10.6518896,1.78529977,0.793463507,2.25000867,0.024448395,0.043226172
NEK2,2112.678457,1.786141223,0.09884542,18.07004535,5.49E-73,2.53E-71
PNMA2,99.73003345,1.78641992,0.268310035,6.658043642,2.77E-11,1.13E-10
ABHD10,3979.945689,1.786720481,0.091910432,19.43980067,3.56E-84,2.31E-82
S100A4,837.6333356,1.787089273,0.125687395,14.21852425,7.03E-46,1.30E-44
LOC105376815,9.649406017,1.787095468,0.767256493,2.329202142,0.019848359,0.035749073
TMPRSS11E,100.6080062,1.788091017,0.241707818,7.397737607,1.39E-13,6.45E-13
NDUFA13,3309.300015,1.788122342,0.094829037,18.85627449,2.61E-79,1.49E-77
PROCR,1517.141086,1.788394501,0.095800529,18.66789804,9.03E-78,4.94E-76
TIPRL,3485.030496,1.788608456,0.089529935,19.97777001,8.60E-89,6.46E-87
SWI5,2037.914104,1.78865317,0.085841199,20.83676823,2.01E-96,1.91E-94
FOLR3,46.09389187,1.790297929,0.357259789,5.011193494,5.41E-07,1.64E-06
ACOX2,33.70368406,1.791101992,0.494250844,3.623872401,0.000290225,0.000685443
LOC102724479,81.06024056,1.791227528,0.283467709,6.318982625,2.63E-10,1.01E-09
MPC2,4544.108102,1.79167551,0.09250923,19.36753238,1.45E-83,9.25E-82
NDUFA12,3327.711609,1.793154527,0.091976934,19.4956981,1.19E-84,7.92E-83
POLR2L,6128.55465,1.793197932,0.089952447,19.93495442,2.02E-88,1.47E-86
TMEM255B,59.54905656,1.794090589,0.323020658,5.554104808,2.79E-08,9.38E-08
C17orf99,22.36581521,1.794753517,0.597563532,3.003452221,0.002669355,0.005562254
FCMR,27.60637558,1.795050232,0.46261953,3.880186883,0.000104376,0.000259496
ANKDD1A,31.99708639,1.795156467,0.470975275,3.811572626,0.000138085,0.000337887
LOC105378218,11.22297478,1.795461222,0.734873564,2.443224673,0.014556672,0.026926079
LOC101929099,28.69884523,1.797695131,0.45490287,3.951821916,7.76E-05,0.000195238
LOC100506302,151.5654704,1.799040033,0.216501735,8.309587134,9.60E-17,5.29E-16
