""	"TR_AG_1"	"TR_AG_2"	"TR_AG_3"	"TR_SH_1"	"TR_SH_2"	"TR_SH_3"
"1600020E01Rik"	73.879815435529	74.4188457117759	96.2364538974174	85.228804113087	79.1626679930703	117.499863617421
"1600023N17Rik"	14.1240823626747	15.6671254130055	14.8819258604254	11.0686758588425	1.95463377760667	1.06818057834019
"1600025M17Rik"	1.0864678740519	0	1.98425678139005	0	0	0
"1600027J07Rik"	45.6316507101797	16.4504816836557	81.354528036992	19.9236165459164	32.2514573305101	29.9090561935252
"1700001C19Rik"	0	0	0	0	0	1.06818057834019
"1700001D01Rik"	0	0	0	0	0	1.06818057834019
"1700001F09Rik"	0	1.56671254130055	0	0	0.977316888803337	0
"1700001G11Rik"	290.086922371857	389.328066513186	257.953381580706	356.411362654728	358.675298190825	311.908728875334
"1700001G17Rik"	41.2857792139721	20.3672630369071	33.7323652836308	16.6030137882637	16.6143871096567	10.6818057834019
"1700001J03Rik"	0	1.56671254130055	0	0	0	0
"1700001K19Rik"	7.60527511836328	4.70013762390164	12.8976690790353	3.32060275765274	4.88658444401668	0
"1700001K23Rik"	0	0	0	0	0	2.13636115668037
"1700001L05Rik"	28.2481647253493	12.5337003304044	20.8346962045955	28.7785572329904	29.3195066641001	42.7272231336075
"1700001L19Rik"	5.43233937025949	9.40027524780328	0.992128390695025	1.10686758588425	7.81853511042669	9.61362520506168
"1700001O22Rik"	3.25940362215569	8.616918977153	3.9685135627801	4.42747034353699	6.84121822162336	6.40908347004112
"1700001P01Rik"	10.864678740519	2.35006881195082	0.992128390695025	6.64120551530548	2.93195066641001	7.47726404838131
"1700003E16Rik"	26.0752289772455	36.8177447205628	20.8346962045955	74.1601282542446	36.1607248857235	46.9999454469682
"1700003F12Rik"	39.1128434658683	60.318432840071	35.7166220650209	32.0991599906432	23.4556053312801	56.6135706520299
"1700003G18Rik"	2.17293574810379	0	0.992128390695025	1.10686758588425	0	0
"1700003M02Rik"	0	0	0	2.21373517176849	0	0
"1700003M07Rik"	3.25940362215569	14.1004128717049	2.97638517208507	2.21373517176849	4.88658444401668	6.40908347004112
"1700006H21Rik"	0	0	0	0	0	1.06818057834019
"1700007F19Rik"	0	0	0	0	0	4.27272231336075
"1700007G11Rik"	0	2.35006881195082	0.992128390695025	0	0	2.13636115668037
"1700007J10Rik"	1517.7956200505	980.762050854142	1471.32640340072	1457.74461060955	1405.3816860992	1255.11217954972
"1700007K09Rik"	0	0.783356270650273	0	1.10686758588425	0.977316888803337	1.06818057834019
"1700007K13Rik"	0	0.783356270650273	0.992128390695025	2.21373517176849	1.95463377760667	1.06818057834019
"1700007L15Rik"	90.1768335463075	41.5178823444645	75.4017576928219	55.3433792942124	57.6616964393969	79.0453627971738
